feature	importance	std
seq_G136	0.0	0.0
seq_G138	0.0	0.0
seq_G139	0.0	0.0
seq_G140	0.0	0.0
seq_G141	0.0	0.0
seq_G144	0.0	0.0
seq_G145	0.0	0.0
seq_G149	0.0	0.0
seq_G151	0.0	0.0
seq_G152	0.0	0.0
seq_G154	0.0	0.0
seq_G155	0.0	0.0
seq_G156	0.0	0.0
seq_G157	0.0	0.0
seq_G158	0.0	0.0
seq_G159	0.0	0.0
seq_G162	0.0	0.0
seq_G163	0.0	0.0
seq_G165	0.0	0.0
seq_G166	0.0	0.0
seq_G167	0.0	0.0
seq_G168	0.0	0.0
seq_G169	0.0	0.0
seq_G170	0.0	0.0
seq_G171	0.0	0.0
seq_G173	0.0	0.0
seq_G174	0.0	0.0
seq_G175	0.0	0.0
seq_G176	0.0	0.0
seq_G177	0.0	0.0
seq_G178	0.0	0.0
seq_G179	0.0	0.0
seq_G180	0.0	0.0
seq_G181	0.0	0.0
seq_G183	0.0	0.0
seq_G184	0.0	0.0
seq_G185	0.0	0.0
seq_G186	0.0	0.0
seq_G191	0.0	0.0
seq_G197	0.0	0.0
seq_G206	0.0	0.0
seq_G208	0.0	0.0
seq_G210	0.0	0.0
seq_G211	0.0	0.0
seq_G212	0.0	0.0
seq_G213	0.0	0.0
seq_G214	0.0	0.0
seq_G215	0.0	0.0
seq_G216	0.0	0.0
seq_G217	0.0	0.0
seq_G218	0.0	0.0
seq_G219	0.0	0.0
seq_G221	0.0	0.0
seq_G223	0.0	0.0
seq_G224	0.0	0.0
seq_G229	0.0	0.0
seq_G230	0.0	0.0
seq_H000	0.0	0.0
seq_H002	0.0	0.0
seq_H003	0.0	0.0
seq_H004	0.0	0.0
seq_H005	0.0	0.0
seq_H006	0.0	0.0
seq_H007	0.0	0.0
seq_H009	0.0	0.0
seq_H010	0.0	0.0
seq_H011	0.0	0.0
seq_H012	0.0	0.0
seq_H013	0.0	0.0
seq_H015	0.0	0.0
seq_H016	0.0	0.0
seq_H017	0.0	0.0
seq_H018	0.0	0.0
seq_H023	0.0	0.0
seq_H024	0.0	0.0
seq_H025	0.0	0.0
seq_H027	0.0	0.0
seq_H031	0.0	0.0
seq_H033	0.0	0.0
seq_H036	0.0	0.0
seq_H038	0.0	0.0
seq_H039	0.0	0.0
seq_H042	0.0	0.0
seq_H043	0.0	0.0
seq_H047	0.0	0.0
seq_H049	0.0	0.0
seq_H051	0.0	0.0
seq_H055	0.0	0.0
seq_H056	0.0	0.0
seq_H057	0.0	0.0
seq_H058	0.0	0.0
seq_H059	0.0	0.0
seq_H060	0.0	0.0
seq_H062	0.0	0.0
seq_H064	0.0	0.0
seq_H066	0.0	0.0
seq_H068	0.0	0.0
seq_H070	0.0	0.0
seq_H071	0.0	0.0
seq_H074	0.0	0.0
seq_H075	0.0	0.0
seq_H079	0.0	0.0
seq_H080	0.0	0.0
seq_H082	0.0	0.0
seq_H084	0.0	0.0
seq_H085	0.0	0.0
seq_H086	0.0	0.0
seq_H087	0.0	0.0
seq_H090	0.0	0.0
seq_H091	0.0	0.0
seq_H092	0.0	0.0
seq_H094	0.0	0.0
seq_H095	0.0	0.0
seq_H097	0.0	0.0
seq_H100	0.0	0.0
seq_H101	0.0	0.0
seq_H102	0.0	0.0
seq_H103	0.0	0.0
seq_H104	0.0	0.0
seq_H106	0.0	0.0
seq_H107	0.0	0.0
seq_H108	0.0	0.0
seq_H110	0.0	0.0
seq_H111	0.0	0.0
seq_H112	0.0	0.0
seq_H115	0.0	0.0
seq_H117	0.0	0.0
seq_H118	0.0	0.0
seq_H119	0.0	0.0
seq_H120	0.0	0.0
seq_H121	0.0	0.0
seq_H124	0.0	0.0
seq_H125	0.0	0.0
seq_H126	0.0	0.0
seq_H129	0.0	0.0
seq_H130	0.0	0.0
seq_H131	0.0	0.0
seq_H135	0.0	0.0
seq_H137	0.0	0.0
seq_H138	0.0	0.0
seq_H140	0.0	0.0
seq_H141	0.0	0.0
seq_H142	0.0	0.0
seq_H143	0.0	0.0
seq_H147	0.0	0.0
seq_H148	0.0	0.0
seq_H149	0.0	0.0
seq_H150	0.0	0.0
seq_H152	0.0	0.0
seq_H153	0.0	0.0
seq_H155	0.0	0.0
seq_H157	0.0	0.0
seq_H158	0.0	0.0
seq_H159	0.0	0.0
seq_H160	0.0	0.0
seq_H161	0.0	0.0
seq_H162	0.0	0.0
seq_H164	0.0	0.0
seq_H167	0.0	0.0
seq_H168	0.0	0.0
seq_H169	0.0	0.0
seq_H170	0.0	0.0
seq_H171	0.0	0.0
seq_H172	0.0	0.0
seq_H173	0.0	0.0
seq_H174	0.0	0.0
seq_H175	0.0	0.0
seq_H176	0.0	0.0
seq_H177	0.0	0.0
seq_H178	0.0	0.0
seq_H179	0.0	0.0
seq_H180	0.0	0.0
seq_H181	0.0	0.0
seq_H182	0.0	0.0
seq_H184	0.0	0.0
seq_H185	0.0	0.0
seq_H186	0.0	0.0
seq_H187	0.0	0.0
seq_H199	0.0	0.0
seq_H202	0.0	0.0
seq_H203	0.0	0.0
seq_H205	0.0	0.0
seq_H207	0.0	0.0
seq_H208	0.0	0.0
seq_H210	0.0	0.0
seq_H213	0.0	0.0
seq_H214	0.0	0.0
seq_H215	0.0	0.0
seq_H216	0.0	0.0
seq_H218	0.0	0.0
seq_H219	0.0	0.0
seq_H220	0.0	0.0
seq_H221	0.0	0.0
seq_H223	0.0	0.0
seq_H224	0.0	0.0
seq_H229	0.0	0.0
seq_H230	0.0	0.0
seq_I000	0.0	0.0
seq_I001	0.0	0.0
seq_I002	0.0	0.0
seq_I003	0.0	0.0
seq_I004	0.0	0.0
seq_I005	0.0	0.0
seq_I006	0.0	0.0
seq_I009	0.0	0.0
seq_I010	0.0	0.0
seq_I013	0.0	0.0
seq_I014	0.0	0.0
seq_I018	0.0	0.0
seq_I020	0.0	0.0
seq_I021	0.0	0.0
seq_I024	0.0	0.0
seq_I026	0.0	0.0
seq_I027	0.0	0.0
seq_I028	0.0	0.0
seq_I030	0.0	0.0
seq_I033	0.0	0.0
seq_I035	0.0	0.0
seq_I036	0.0	0.0
seq_I037	0.0	0.0
seq_I038	0.0	0.0
seq_I042	0.0	0.0
seq_I045	0.0	0.0
seq_I048	0.0	0.0
seq_I051	0.0	0.0
seq_I055	0.0	0.0
seq_I057	0.0	0.0
seq_I060	0.0	0.0
seq_I062	0.0	0.0
seq_I063	0.0	0.0
seq_I067	0.0	0.0
seq_I068	0.0	0.0
seq_I069	0.0	0.0
seq_I070	0.0	0.0
seq_I071	0.0	0.0
seq_I073	0.0	0.0
seq_I074	0.0	0.0
seq_I075	0.0	0.0
seq_I079	0.0	0.0
seq_I081	0.0	0.0
seq_I082	0.0	0.0
seq_I086	0.0	0.0
seq_I089	0.0	0.0
seq_I091	0.0	0.0
seq_I092	0.0	0.0
seq_I093	0.0	0.0
seq_I094	0.0	0.0
seq_I096	0.0	0.0
seq_I097	0.0	0.0
seq_I101	0.0	0.0
seq_I105	0.0	0.0
seq_I106	0.0	0.0
seq_I107	0.0	0.0
seq_I108	0.0	0.0
seq_I111	0.0	0.0
seq_I112	0.0	0.0
seq_I113	0.0	0.0
seq_I114	0.0	0.0
seq_I115	0.0	0.0
seq_I116	0.0	0.0
seq_I118	0.0	0.0
seq_I119	0.0	0.0
seq_I124	0.0	0.0
seq_I125	0.0	0.0
seq_I126	0.0	0.0
seq_I129	0.0	0.0
seq_I131	0.0	0.0
seq_I132	0.0	0.0
seq_I135	0.0	0.0
seq_I138	0.0	0.0
seq_I142	0.0	0.0
seq_I143	0.0	0.0
seq_I145	0.0	0.0
seq_I146	0.0	0.0
seq_I147	0.0	0.0
seq_I149	0.0	0.0
seq_I151	0.0	0.0
seq_I153	0.0	0.0
seq_I154	0.0	0.0
seq_I155	0.0	0.0
seq_I157	0.0	0.0
seq_I158	0.0	0.0
seq_I161	0.0	0.0
seq_I162	0.0	0.0
seq_I163	0.0	0.0
seq_I166	0.0	0.0
seq_I168	0.0	0.0
seq_I169	0.0	0.0
seq_I170	0.0	0.0
seq_I171	0.0	0.0
seq_I173	0.0	0.0
seq_I174	0.0	0.0
seq_I175	0.0	0.0
seq_I176	0.0	0.0
seq_I178	0.0	0.0
seq_I179	0.0	0.0
seq_I180	0.0	0.0
seq_I181	0.0	0.0
seq_I182	0.0	0.0
seq_I183	0.0	0.0
seq_I184	0.0	0.0
seq_I185	0.0	0.0
seq_I186	0.0	0.0
seq_I187	0.0	0.0
seq_I191	0.0	0.0
seq_I200	0.0	0.0
seq_I201	0.0	0.0
seq_I202	0.0	0.0
seq_I203	0.0	0.0
seq_I205	0.0	0.0
seq_I208	0.0	0.0
seq_I210	0.0	0.0
seq_I211	0.0	0.0
seq_I213	0.0	0.0
seq_I214	0.0	0.0
seq_I215	0.0	0.0
seq_I216	0.0	0.0
seq_I217	0.0	0.0
seq_I218	0.0	0.0
seq_I219	0.0	0.0
seq_I221	0.0	0.0
seq_I223	0.0	0.0
seq_I224	0.0	0.0
seq_I228	0.0	0.0
seq_I229	0.0	0.0
seq_I230	0.0	0.0
seq_K001	0.0	0.0
seq_K002	0.0	0.0
seq_K003	0.0	0.0
seq_K004	0.0	0.0
seq_K006	0.0	0.0
seq_K007	0.0	0.0
seq_K009	0.0	0.0
seq_K012	0.0	0.0
seq_K013	0.0	0.0
seq_K014	0.0	0.0
seq_K015	0.0	0.0
seq_K017	0.0	0.0
seq_K018	0.0	0.0
seq_K019	0.0	0.0
seq_K023	0.0	0.0
seq_K024	0.0	0.0
seq_K026	0.0	0.0
seq_K027	0.0	0.0
seq_K029	0.0	0.0
seq_K030	0.0	0.0
seq_K035	0.0	0.0
seq_K036	0.0	0.0
seq_K040	0.0	0.0
seq_K042	0.0	0.0
seq_K043	0.0	0.0
seq_K052	0.0	0.0
seq_K053	0.0	0.0
seq_K054	0.0	0.0
seq_K055	0.0	0.0
seq_K056	0.0	0.0
seq_K057	0.0	0.0
seq_K058	0.0	0.0
seq_K059	0.0	0.0
seq_K060	0.0	0.0
seq_K061	0.0	0.0
seq_K062	0.0	0.0
seq_K064	0.0	0.0
seq_K066	0.0	0.0
seq_K068	0.0	0.0
seq_K069	0.0	0.0
seq_K071	0.0	0.0
seq_K072	0.0	0.0
seq_K075	0.0	0.0
seq_K076	0.0	0.0
seq_K077	0.0	0.0
seq_K079	0.0	0.0
seq_K082	0.0	0.0
seq_K083	0.0	0.0
seq_K086	0.0	0.0
seq_K088	0.0	0.0
seq_K090	0.0	0.0
seq_K091	0.0	0.0
seq_K095	0.0	0.0
seq_K096	0.0	0.0
seq_K100	0.0	0.0
seq_K101	0.0	0.0
seq_K102	0.0	0.0
seq_K103	0.0	0.0
seq_K104	0.0	0.0
seq_K105	0.0	0.0
seq_K106	0.0	0.0
seq_K107	0.0	0.0
seq_K109	0.0	0.0
seq_K111	0.0	0.0
seq_K112	0.0	0.0
seq_K113	0.0	0.0
seq_K114	0.0	0.0
seq_K115	0.0	0.0
seq_K117	0.0	0.0
seq_K118	0.0	0.0
seq_K119	0.0	0.0
seq_K125	0.0	0.0
seq_K126	0.0	0.0
seq_K129	0.0	0.0
seq_K130	0.0	0.0
seq_K131	0.0	0.0
seq_K133	0.0	0.0
seq_K136	0.0	0.0
seq_K137	0.0	0.0
seq_K138	0.0	0.0
seq_K139	0.0	0.0
seq_K140	0.0	0.0
seq_K141	0.0	0.0
seq_K142	0.0	0.0
seq_K145	0.0	0.0
seq_K146	0.0	0.0
seq_K147	0.0	0.0
seq_K148	0.0	0.0
seq_K149	0.0	0.0
seq_K150	0.0	0.0
seq_K152	0.0	0.0
seq_K157	0.0	0.0
seq_K158	0.0	0.0
seq_K159	0.0	0.0
seq_K160	0.0	0.0
seq_K161	0.0	0.0
seq_K163	0.0	0.0
seq_K164	0.0	0.0
seq_K166	0.0	0.0
seq_K167	0.0	0.0
seq_K168	0.0	0.0
seq_K169	0.0	0.0
seq_K170	0.0	0.0
seq_K172	0.0	0.0
seq_K174	0.0	0.0
seq_K175	0.0	0.0
seq_K176	0.0	0.0
seq_K177	0.0	0.0
seq_K178	0.0	0.0
seq_K179	0.0	0.0
seq_K180	0.0	0.0
seq_K183	0.0	0.0
seq_K184	0.0	0.0
seq_K185	0.0	0.0
seq_K186	0.0	0.0
seq_K187	0.0	0.0
seq_K193	0.0	0.0
seq_K201	0.0	0.0
seq_K202	0.0	0.0
seq_K205	0.0	0.0
seq_K206	0.0	0.0
seq_K209	0.0	0.0
seq_K210	0.0	0.0
seq_K211	0.0	0.0
seq_K212	0.0	0.0
seq_K214	0.0	0.0
seq_K215	0.0	0.0
seq_K216	0.0	0.0
seq_K217	0.0	0.0
seq_K218	0.0	0.0
seq_K219	0.0	0.0
seq_K220	0.0	0.0
seq_K221	0.0	0.0
seq_K223	0.0	0.0
seq_K224	0.0	0.0
seq_K229	0.0	0.0
seq_K230	0.0	0.0
seq_L000	0.0	0.0
seq_L001	0.0	0.0
seq_L002	0.0	0.0
seq_L003	0.0	0.0
seq_L004	0.0	0.0
seq_L005	0.0	0.0
seq_L006	0.0	0.0
seq_L007	0.0	0.0
seq_L008	0.0	0.0
seq_L012	0.0	0.0
seq_L013	0.0	0.0
seq_L015	0.0	0.0
seq_L016	0.0	0.0
seq_L017	0.0	0.0
seq_L018	0.0	0.0
seq_L019	0.0	0.0
seq_L020	0.0	0.0
seq_L024	0.0	0.0
seq_L029	0.0	0.0
seq_L031	0.0	0.0
seq_L032	0.0	0.0
seq_L035	0.0	0.0
seq_L037	0.0	0.0
seq_L038	0.0	0.0
seq_L040	0.0	0.0
seq_L041	0.0	0.0
seq_L050	0.0	0.0
seq_L055	0.0	0.0
seq_L057	0.0	0.0
seq_L059	0.0	0.0
seq_L060	0.0	0.0
seq_L062	0.0	0.0
seq_L064	0.0	0.0
seq_L066	0.0	0.0
seq_L071	0.0	0.0
seq_L072	0.0	0.0
seq_L074	0.0	0.0
seq_L075	0.0	0.0
seq_L077	0.0	0.0
seq_L080	0.0	0.0
seq_L081	0.0	0.0
seq_L082	0.0	0.0
seq_L083	0.0	0.0
seq_L084	0.0	0.0
seq_L086	0.0	0.0
seq_L088	0.0	0.0
seq_L092	0.0	0.0
seq_L096	0.0	0.0
seq_L097	0.0	0.0
seq_L100	0.0	0.0
seq_L101	0.0	0.0
seq_L102	0.0	0.0
seq_L103	0.0	0.0
seq_L104	0.0	0.0
seq_L105	0.0	0.0
seq_L106	0.0	0.0
seq_L107	0.0	0.0
seq_L112	0.0	0.0
seq_L113	0.0	0.0
seq_L115	0.0	0.0
seq_L116	0.0	0.0
seq_L117	0.0	0.0
seq_L119	0.0	0.0
seq_L121	0.0	0.0
seq_L122	0.0	0.0
seq_L124	0.0	0.0
seq_L125	0.0	0.0
seq_L129	0.0	0.0
seq_L131	0.0	0.0
seq_L132	0.0	0.0
seq_L133	0.0	0.0
seq_L134	0.0	0.0
seq_L135	0.0	0.0
seq_L136	0.0	0.0
seq_L139	0.0	0.0
seq_L142	0.0	0.0
seq_L146	0.0	0.0
seq_L147	0.0	0.0
seq_L149	0.0	0.0
seq_L150	0.0	0.0
seq_L154	0.0	0.0
seq_L157	0.0	0.0
seq_L158	0.0	0.0
seq_L161	0.0	0.0
seq_L163	0.0	0.0
seq_L166	0.0	0.0
seq_L167	0.0	0.0
seq_L168	0.0	0.0
seq_L169	0.0	0.0
seq_L171	0.0	0.0
seq_L172	0.0	0.0
seq_L173	0.0	0.0
seq_L174	0.0	0.0
seq_L175	0.0	0.0
seq_L176	0.0	0.0
seq_L177	0.0	0.0
seq_L179	0.0	0.0
seq_L180	0.0	0.0
seq_L181	0.0	0.0
seq_L183	0.0	0.0
seq_L184	0.0	0.0
seq_L186	0.0	0.0
seq_L187	0.0	0.0
seq_L188	0.0	0.0
seq_L194	0.0	0.0
seq_L197	0.0	0.0
seq_L199	0.0	0.0
seq_L201	0.0	0.0
seq_L202	0.0	0.0
seq_L204	0.0	0.0
seq_L205	0.0	0.0
seq_L207	0.0	0.0
seq_L209	0.0	0.0
seq_L212	0.0	0.0
seq_L213	0.0	0.0
seq_L214	0.0	0.0
seq_L215	0.0	0.0
seq_L216	0.0	0.0
seq_L217	0.0	0.0
seq_L218	0.0	0.0
seq_L220	0.0	0.0
seq_L221	0.0	0.0
seq_L223	0.0	0.0
seq_L224	0.0	0.0
seq_L228	0.0	0.0
seq_L229	0.0	0.0
seq_L230	0.0	0.0
seq_M000	0.0	0.0
seq_M001	0.0	0.0
seq_M002	0.0	0.0
seq_M003	0.0	0.0
seq_M004	0.0	0.0
seq_M006	0.0	0.0
seq_M008	0.0	0.0
seq_M009	0.0	0.0
seq_M012	0.0	0.0
seq_M013	0.0	0.0
seq_M015	0.0	0.0
seq_M018	0.0	0.0
seq_M020	0.0	0.0
seq_M023	0.0	0.0
seq_M024	0.0	0.0
seq_M026	0.0	0.0
seq_M028	0.0	0.0
seq_M029	0.0	0.0
seq_M030	0.0	0.0
seq_M035	0.0	0.0
seq_M036	0.0	0.0
seq_M038	0.0	0.0
seq_M042	0.0	0.0
seq_M043	0.0	0.0
seq_M052	0.0	0.0
seq_M056	0.0	0.0
seq_M057	0.0	0.0
seq_M059	0.0	0.0
seq_M060	0.0	0.0
seq_M061	0.0	0.0
seq_M062	0.0	0.0
seq_M066	0.0	0.0
seq_M067	0.0	0.0
seq_M068	0.0	0.0
seq_M069	0.0	0.0
seq_M070	0.0	0.0
seq_M071	0.0	0.0
seq_M074	0.0	0.0
seq_M075	0.0	0.0
seq_M077	0.0	0.0
seq_M078	0.0	0.0
seq_M079	0.0	0.0
seq_M081	0.0	0.0
seq_M082	0.0	0.0
seq_M083	0.0	0.0
seq_M086	0.0	0.0
seq_M092	0.0	0.0
seq_M093	0.0	0.0
seq_M095	0.0	0.0
seq_M096	0.0	0.0
seq_M097	0.0	0.0
seq_M099	0.0	0.0
seq_M101	0.0	0.0
seq_M102	0.0	0.0
seq_M103	0.0	0.0
seq_M104	0.0	0.0
seq_M106	0.0	0.0
seq_M107	0.0	0.0
seq_M108	0.0	0.0
seq_M109	0.0	0.0
seq_M111	0.0	0.0
seq_M113	0.0	0.0
seq_M114	0.0	0.0
seq_M115	0.0	0.0
seq_M116	0.0	0.0
seq_M117	0.0	0.0
seq_M118	0.0	0.0
seq_M120	0.0	0.0
seq_M121	0.0	0.0
seq_M124	0.0	0.0
seq_M125	0.0	0.0
seq_M126	0.0	0.0
seq_M127	0.0	0.0
seq_M129	0.0	0.0
seq_M130	0.0	0.0
seq_M131	0.0	0.0
seq_M138	0.0	0.0
seq_M141	0.0	0.0
seq_M145	0.0	0.0
seq_M146	0.0	0.0
seq_M147	0.0	0.0
seq_M148	0.0	0.0
seq_M150	0.0	0.0
seq_M151	0.0	0.0
seq_M152	0.0	0.0
seq_M157	0.0	0.0
seq_M158	0.0	0.0
seq_M159	0.0	0.0
seq_M160	0.0	0.0
seq_M163	0.0	0.0
seq_M165	0.0	0.0
seq_M167	0.0	0.0
seq_M168	0.0	0.0
seq_M169	0.0	0.0
seq_M170	0.0	0.0
seq_M171	0.0	0.0
seq_M172	0.0	0.0
seq_M173	0.0	0.0
seq_M174	0.0	0.0
seq_M175	0.0	0.0
seq_M176	0.0	0.0
seq_M177	0.0	0.0
seq_M178	0.0	0.0
seq_M179	0.0	0.0
seq_M180	0.0	0.0
seq_M181	0.0	0.0
seq_M182	0.0	0.0
seq_M183	0.0	0.0
seq_M184	0.0	0.0
seq_M186	0.0	0.0
seq_M187	0.0	0.0
seq_M202	0.0	0.0
seq_M206	0.0	0.0
seq_M211	0.0	0.0
seq_M212	0.0	0.0
seq_M214	0.0	0.0
seq_M215	0.0	0.0
seq_M216	0.0	0.0
seq_M217	0.0	0.0
seq_M219	0.0	0.0
seq_M220	0.0	0.0
seq_M221	0.0	0.0
seq_M223	0.0	0.0
seq_M224	0.0	0.0
seq_M230	0.0	0.0
seq_N001	0.0	0.0
seq_N002	0.0	0.0
seq_N004	0.0	0.0
seq_N005	0.0	0.0
seq_N006	0.0	0.0
seq_N007	0.0	0.0
seq_N008	0.0	0.0
seq_N009	0.0	0.0
seq_N013	0.0	0.0
seq_N014	0.0	0.0
seq_N015	0.0	0.0
seq_N016	0.0	0.0
seq_N017	0.0	0.0
seq_N018	0.0	0.0
seq_N019	0.0	0.0
seq_N020	0.0	0.0
seq_N024	0.0	0.0
seq_N025	0.0	0.0
seq_N026	0.0	0.0
seq_N027	0.0	0.0
seq_N028	0.0	0.0
seq_N029	0.0	0.0
seq_N030	0.0	0.0
seq_N032	0.0	0.0
seq_N033	0.0	0.0
seq_N036	0.0	0.0
seq_N037	0.0	0.0
seq_N039	0.0	0.0
seq_N041	0.0	0.0
seq_N044	0.0	0.0
seq_N049	0.0	0.0
seq_N051	0.0	0.0
seq_N058	0.0	0.0
seq_N060	0.0	0.0
seq_N063	0.0	0.0
seq_N064	0.0	0.0
seq_N065	0.0	0.0
seq_N069	0.0	0.0
seq_N070	0.0	0.0
seq_N071	0.0	0.0
seq_N075	0.0	0.0
seq_N077	0.0	0.0
seq_N078	0.0	0.0
seq_N080	0.0	0.0
seq_N083	0.0	0.0
seq_N084	0.0	0.0
seq_N085	0.0	0.0
seq_N088	0.0	0.0
seq_N091	0.0	0.0
seq_N092	0.0	0.0
seq_N093	0.0	0.0
seq_N097	0.0	0.0
seq_N101	0.0	0.0
seq_N102	0.0	0.0
seq_N103	0.0	0.0
seq_N106	0.0	0.0
seq_N107	0.0	0.0
seq_N109	0.0	0.0
seq_N110	0.0	0.0
seq_N111	0.0	0.0
seq_N112	0.0	0.0
seq_N113	0.0	0.0
seq_N114	0.0	0.0
seq_N115	0.0	0.0
seq_N116	0.0	0.0
seq_N117	0.0	0.0
seq_N118	0.0	0.0
seq_N119	0.0	0.0
seq_N120	0.0	0.0
seq_N121	0.0	0.0
seq_N124	0.0	0.0
seq_N129	0.0	0.0
seq_N130	0.0	0.0
seq_N131	0.0	0.0
seq_N132	0.0	0.0
seq_N137	0.0	0.0
seq_N138	0.0	0.0
seq_N141	0.0	0.0
seq_N142	0.0	0.0
seq_N144	0.0	0.0
seq_N145	0.0	0.0
seq_N146	0.0	0.0
seq_N147	0.0	0.0
seq_N150	0.0	0.0
seq_N152	0.0	0.0
seq_N153	0.0	0.0
seq_N154	0.0	0.0
seq_N158	0.0	0.0
seq_N161	0.0	0.0
seq_N162	0.0	0.0
seq_N163	0.0	0.0
seq_N164	0.0	0.0
seq_N168	0.0	0.0
seq_N169	0.0	0.0
seq_N170	0.0	0.0
seq_N173	0.0	0.0
seq_N175	0.0	0.0
seq_N176	0.0	0.0
seq_N177	0.0	0.0
seq_N178	0.0	0.0
seq_N179	0.0	0.0
seq_N181	0.0	0.0
seq_N182	0.0	0.0
seq_N183	0.0	0.0
seq_N185	0.0	0.0
seq_N186	0.0	0.0
seq_N187	0.0	0.0
seq_N197	0.0	0.0
seq_N201	0.0	0.0
seq_N202	0.0	0.0
seq_N206	0.0	0.0
seq_N208	0.0	0.0
seq_N210	0.0	0.0
seq_N211	0.0	0.0
seq_N212	0.0	0.0
seq_N213	0.0	0.0
seq_N215	0.0	0.0
seq_N216	0.0	0.0
seq_N217	0.0	0.0
seq_N218	0.0	0.0
seq_N219	0.0	0.0
seq_N220	0.0	0.0
seq_N221	0.0	0.0
seq_N222	0.0	0.0
seq_N225	0.0	0.0
seq_N226	0.0	0.0
seq_N227	0.0	0.0
seq_N229	0.0	0.0
seq_N230	0.0	0.0
seq_P000	0.0	0.0
seq_P001	0.0	0.0
seq_P002	0.0	0.0
seq_P003	0.0	0.0
seq_P004	0.0	0.0
seq_P007	0.0	0.0
seq_P009	0.0	0.0
seq_P010	0.0	0.0
seq_P012	0.0	0.0
seq_P015	0.0	0.0
seq_P018	0.0	0.0
seq_P020	0.0	0.0
seq_P021	0.0	0.0
seq_P023	0.0	0.0
seq_P024	0.0	0.0
seq_P025	0.0	0.0
seq_P026	0.0	0.0
seq_P029	0.0	0.0
seq_P031	0.0	0.0
seq_P032	0.0	0.0
seq_P035	0.0	0.0
seq_P036	0.0	0.0
seq_P037	0.0	0.0
seq_P040	0.0	0.0
seq_P043	0.0	0.0
seq_P044	0.0	0.0
seq_P048	0.0	0.0
seq_P049	0.0	0.0
seq_P050	0.0	0.0
seq_P053	0.0	0.0
seq_P056	0.0	0.0
seq_P057	0.0	0.0
seq_P058	0.0	0.0
seq_P062	0.0	0.0
seq_P063	0.0	0.0
seq_P064	0.0	0.0
seq_P065	0.0	0.0
seq_P068	0.0	0.0
seq_P069	0.0	0.0
seq_P070	0.0	0.0
seq_P073	0.0	0.0
seq_P075	0.0	0.0
seq_P076	0.0	0.0
seq_P079	0.0	0.0
seq_P083	0.0	0.0
seq_P084	0.0	0.0
seq_P085	0.0	0.0
seq_P086	0.0	0.0
seq_P089	0.0	0.0
seq_P090	0.0	0.0
seq_P091	0.0	0.0
seq_P092	0.0	0.0
seq_P093	0.0	0.0
seq_P094	0.0	0.0
seq_P095	0.0	0.0
seq_P097	0.0	0.0
seq_P099	0.0	0.0
seq_P102	0.0	0.0
seq_P103	0.0	0.0
seq_P104	0.0	0.0
seq_P106	0.0	0.0
seq_P107	0.0	0.0
seq_P111	0.0	0.0
seq_P112	0.0	0.0
seq_P113	0.0	0.0
seq_P114	0.0	0.0
seq_P115	0.0	0.0
seq_P116	0.0	0.0
seq_P117	0.0	0.0
seq_P118	0.0	0.0
seq_P119	0.0	0.0
seq_P120	0.0	0.0
seq_P121	0.0	0.0
seq_P122	0.0	0.0
seq_P123	0.0	0.0
seq_P124	0.0	0.0
seq_P125	0.0	0.0
seq_P126	0.0	0.0
seq_P130	0.0	0.0
seq_P133	0.0	0.0
seq_P135	0.0	0.0
seq_P136	0.0	0.0
seq_P137	0.0	0.0
seq_P138	0.0	0.0
seq_P139	0.0	0.0
seq_P140	0.0	0.0
seq_P144	0.0	0.0
seq_P145	0.0	0.0
seq_P146	0.0	0.0
seq_P147	0.0	0.0
seq_P148	0.0	0.0
seq_P151	0.0	0.0
seq_P153	0.0	0.0
seq_P155	0.0	0.0
seq_P157	0.0	0.0
seq_P158	0.0	0.0
seq_P160	0.0	0.0
seq_P162	0.0	0.0
seq_P164	0.0	0.0
seq_P165	0.0	0.0
seq_P166	0.0	0.0
seq_P167	0.0	0.0
seq_P168	0.0	0.0
seq_P170	0.0	0.0
seq_P171	0.0	0.0
seq_P172	0.0	0.0
seq_P173	0.0	0.0
seq_P175	0.0	0.0
seq_P176	0.0	0.0
seq_P179	0.0	0.0
seq_P180	0.0	0.0
seq_P181	0.0	0.0
seq_P182	0.0	0.0
seq_P183	0.0	0.0
seq_P184	0.0	0.0
seq_P185	0.0	0.0
seq_P186	0.0	0.0
seq_P187	0.0	0.0
seq_P193	0.0	0.0
seq_P198	0.0	0.0
seq_P202	0.0	0.0
seq_P206	0.0	0.0
seq_P208	0.0	0.0
seq_P209	0.0	0.0
seq_P210	0.0	0.0
seq_P212	0.0	0.0
seq_P213	0.0	0.0
seq_P214	0.0	0.0
seq_P215	0.0	0.0
seq_P217	0.0	0.0
seq_P218	0.0	0.0
seq_P219	0.0	0.0
seq_P221	0.0	0.0
seq_P222	0.0	0.0
seq_P223	0.0	0.0
seq_P224	0.0	0.0
seq_P228	0.0	0.0
seq_P230	0.0	0.0
seq_Q000	0.0	0.0
seq_Q001	0.0	0.0
seq_Q002	0.0	0.0
seq_Q003	0.0	0.0
seq_Q004	0.0	0.0
seq_Q005	0.0	0.0
seq_Q006	0.0	0.0
seq_Q007	0.0	0.0
seq_Q008	0.0	0.0
seq_Q009	0.0	0.0
seq_Q011	0.0	0.0
seq_Q013	0.0	0.0
seq_Q014	0.0	0.0
seq_Q015	0.0	0.0
seq_Q016	0.0	0.0
seq_Q017	0.0	0.0
