enzyme	source	reaction	rate	cid	acceptor
Zm_72068	HTS_UGT	0	0.00320394972596637	444539	Cinnamic acid
Zm_85854	HTS_UGT	0	0.0024221601990181	444539	Cinnamic acid
At_71C1	HTS_UGT	0	0.00788385324210183	5315892	Cinnamyl alcohol
At_71D1	HTS_UGT	0	0.000236820598058703	5315892	Cinnamyl alcohol
Ct_71E5	HTS_UGT	0	0.00793680602614541	5315892	Cinnamyl alcohol
Dc_71F5	HTS_UGT	0	0.00133736732613486	5315892	Cinnamyl alcohol
Fe_72B19	HTS_UGT	0	0.000843740002090312	5315892	Cinnamyl alcohol
Fe_88J1	HTS_UGT	0	0.00142685633679446	5315892	Cinnamyl alcohol
Fi_88A10	HTS_UGT	0	0.000593207943927168	5315892	Cinnamyl alcohol
Gm_88E3	HTS_UGT	0	0.0014189185158997	5315892	Cinnamyl alcohol
Lc_72B10	HTS_UGT	0	0.00612655642696205	5315892	Cinnamyl alcohol
Os_88C1	HTS_UGT	0	0.00187185313603212	5315892	Cinnamyl alcohol
Rc_GT1	HTS_UGT	0	0.00379093876916067	5315892	Cinnamyl alcohol
Sl_GT5	HTS_UGT	0	0.00433302502846282	5315892	Cinnamyl alcohol
Zm_15991	HTS_UGT	0	0.00350268573754162	5315892	Cinnamyl alcohol
Zm_43295	HTS_UGT	0	0.000958072165728645	5315892	Cinnamyl alcohol
Zm_51683	HTS_UGT	0	0.000990199491416169	5315892	Cinnamyl alcohol
Zm_62783	HTS_UGT	0	0.00148032548718711	5315892	Cinnamyl alcohol
Zm_72068	HTS_UGT	0	0.00369800475707574	5315892	Cinnamyl alcohol
Zm_85854	HTS_UGT	0	0.00523118424108781	5315892	Cinnamyl alcohol
At_71B1	GT-Predict	0		444539	Cinnamic acid
At_71B5	GT-Predict	0		444539	Cinnamic acid
At_71B6	GT-Predict	0		444539	Cinnamic acid
At_71B8	GT-Predict	0		444539	Cinnamic acid
At_71C1	GT-Predict	0		444539	Cinnamic acid
At_71C2	GT-Predict	0		444539	Cinnamic acid
At_71C3	GT-Predict	0		444539	Cinnamic acid
At_71C4	GT-Predict	0		444539	Cinnamic acid
At_71C5	GT-Predict	0		444539	Cinnamic acid
At_72B1	GT-Predict	0		444539	Cinnamic acid
At_72B1	pTMH	0	0.009208374	444539	Cinnamic acid
At_72B3	GT-Predict	0		444539	Cinnamic acid
At_72C1	GT-Predict	0		444539	Cinnamic acid
At_72D1	GT-Predict	0		444539	Cinnamic acid
At_72E1	GT-Predict	0		444539	Cinnamic acid
At_72E2	GT-Predict	0		444539	Cinnamic acid
At_72E2	pTMH	0	0.003390125	444539	Cinnamic acid
At_72E3	GT-Predict	0		444539	Cinnamic acid
At_73B1	GT-Predict	0		444539	Cinnamic acid
At_73B2	GT-Predict	0		444539	Cinnamic acid
At_73B3	GT-Predict	0		444539	Cinnamic acid
At_73B4	GT-Predict	0		444539	Cinnamic acid
At_73B5	GT-Predict	0		444539	Cinnamic acid
At_73C1	GT-Predict	0		444539	Cinnamic acid
At_73C3	GT-Predict	0		444539	Cinnamic acid
At_73C4	GT-Predict	0		444539	Cinnamic acid
At_73C5	GT-Predict	0		444539	Cinnamic acid
At_73C6	GT-Predict	0		444539	Cinnamic acid
At_73C7	GT-Predict	0		444539	Cinnamic acid
At_74B1	GT-Predict	0		444539	Cinnamic acid
At_74F1	GT-Predict	0		444539	Cinnamic acid
At_74F2	GT-Predict	0		444539	Cinnamic acid
At_75B1	GT-Predict	1		444539	Cinnamic acid
At_75D1	GT-Predict	0		444539	Cinnamic acid
At_76C4	GT-Predict	0		444539	Cinnamic acid
At_76E1	GT-Predict	0		444539	Cinnamic acid
At_76E11	GT-Predict	0		444539	Cinnamic acid
At_76E12	GT-Predict	0		444539	Cinnamic acid
At_76E2	GT-Predict	0		444539	Cinnamic acid
At_76E4	GT-Predict	0		444539	Cinnamic acid
At_76E5	GT-Predict	0		444539	Cinnamic acid
At_78D1	GT-Predict	0		444539	Cinnamic acid
At_78D2	GT-Predict	0		444539	Cinnamic acid
At_84A1	GT-Predict	1		444539	Cinnamic acid
At_84A2	GT-Predict	1		444539	Cinnamic acid
At_84A3	GT-Predict	1		444539	Cinnamic acid
At_84A4	GT-Predict	1		444539	Cinnamic acid
At_84B1	GT-Predict	1		444539	Cinnamic acid
At_84B2	GT-Predict	0		444539	Cinnamic acid
At_85A4	GT-Predict	0		444539	Cinnamic acid
At_85A5	GT-Predict	0		444539	Cinnamic acid
At_88A1	GT-Predict	0		444539	Cinnamic acid
At_89B1	GT-Predict	0		444539	Cinnamic acid
At_89C1	GT-Predict	0.5		444539	Cinnamic acid
Mt_71G1	pTMH	0	0.001952088	444539	Cinnamic acid
Mt_78G1	pTMH	0	0.004501588	444539	Cinnamic acid
Nt_UGT1	pTMH	0	0.001842947	444539	Cinnamic acid
Pt_UGT1	pTMH	0	-0.001084426	444539	Cinnamic acid
VVGT1	GT-Predict	0		444539	Cinnamic acid
At_72B1	pTMH	0	0.01455932	5315892	Cinnamyl alcohol
At_72E2	pTMH	0	-0.000614505	5315892	Cinnamyl alcohol
Mt_71G1	pTMH	0	0.001259305	5315892	Cinnamyl alcohol
Mt_78G1	pTMH	0	-0.000823858	5315892	Cinnamyl alcohol
Nt_UGT1	pTMH	0	0.015424723	5315892	Cinnamyl alcohol
Pt_UGT1	pTMH	0	0.001937591	5315892	Cinnamyl alcohol
At_71C1	HTS_UGT	0	0.0386185637011808	1549095	Coniferyl alcohol
At_71D1	HTS_UGT	0	0.00186615636877928	1549095	Coniferyl alcohol
Ct_71E5	HTS_UGT	0	0.00809198888237023	1549095	Coniferyl alcohol
Dc_71F5	HTS_UGT	0	0.00441046249817886	1549095	Coniferyl alcohol
Fe_72B19	HTS_UGT	0	0.00220786184317599	1549095	Coniferyl alcohol
Fe_88J1	HTS_UGT	0	0.000573823699681257	1549095	Coniferyl alcohol
Fi_88A10	HTS_UGT	0	0.0034511197026026	1549095	Coniferyl alcohol
Gm_88E3	HTS_UGT	0	0.00135310149618438	1549095	Coniferyl alcohol
Lc_72B10	HTS_UGT	0	0.00616587137794597	1549095	Coniferyl alcohol
Os_88C1	HTS_UGT	0	0.000586455288657722	1549095	Coniferyl alcohol
Rc_GT1	HTS_UGT	0	0.00423708695566244	1549095	Coniferyl alcohol
Sl_GT5	HTS_UGT	0	0.00562047431541277	1549095	Coniferyl alcohol
Zm_15991	HTS_UGT	0	0.00449037837976242	1549095	Coniferyl alcohol
Zm_43295	HTS_UGT	0	0.00204905012163082	1549095	Coniferyl alcohol
Zm_51683	HTS_UGT	0	0.00358256379392437	1549095	Coniferyl alcohol
Zm_62783	HTS_UGT	0	0.00127406661682041	1549095	Coniferyl alcohol
Zm_72068	HTS_UGT	0	0.00554629483020557	1549095	Coniferyl alcohol
Zm_85854	HTS_UGT	0	-0.0130631057604154	1549095	Coniferyl alcohol
At_72B1	pTMH	0	0.000776809	1549095	Coniferyl alcohol
At_72E2	pTMH	1	10	1549095	Coniferyl alcohol
Mt_71G1	pTMH	0	0.00122	1549095	Coniferyl alcohol
Mt_78G1	pTMH	0	0.000469533	1549095	Coniferyl alcohol
Nt_UGT1	pTMH	0	-0.000308656	1549095	Coniferyl alcohol
Pt_UGT1	pTMH	0	0.005889512	1549095	Coniferyl alcohol
At_72B1	pTMH	0	0.015998813	25056407	Corylifol A
At_72E2	pTMH	0	0.014272057	25056407	Corylifol A
Mt_71G1	pTMH	0	0.023553844	25056407	Corylifol A
Mt_78G1	pTMH	0.5	0.032398585	25056407	Corylifol A
Nt_UGT1	pTMH	0	0.028836286	25056407	Corylifol A
Pt_UGT1	pTMH	0	0.011732697	25056407	Corylifol A
At_72B1	pTMH	0	0.005503559	5280535	p-Coumaryl alcohol
At_72E2	pTMH	0	0.070545565	5280535	p-Coumaryl alcohol
Mt_71G1	pTMH	0	0.005501636	5280535	p-Coumaryl alcohol
Mt_78G1	pTMH	0	0.000312884	5280535	p-Coumaryl alcohol
Nt_UGT1	pTMH	0	-0.001809564	5280535	p-Coumaryl alcohol
Pt_UGT1	pTMH	0	0.002945777	5280535	p-Coumaryl alcohol
At_71C1	HTS_UGT	0	0.00333730754448459	128861	Cyanidin
At_71D1	HTS_UGT	0	0.00754558029543173	128861	Cyanidin
At_72B1	pTMH	0	0.019829391	128861	Cyanidin
At_72E2	pTMH	0	0.022731844	128861	Cyanidin
Ct_71E5	HTS_UGT	0	0.00441645023786815	128861	Cyanidin
Dc_71F5	HTS_UGT	0	1.43632931033869e-05	128861	Cyanidin
Fe_72B19	HTS_UGT	0	4.82088300251997e-05	128861	Cyanidin
Fe_88J1	HTS_UGT	0	0.00905687236403229	128861	Cyanidin
Fi_88A10	HTS_UGT	0	0.0159979698919768	128861	Cyanidin
Gm_88E3	HTS_UGT	0	0.00721273947544564	128861	Cyanidin
Lc_72B10	HTS_UGT	0	-0.0026668606890212	128861	Cyanidin
Mt_71G1	pTMH	0.5	0.032683899	128861	Cyanidin
Mt_78G1	pTMH	0	0.018781101	128861	Cyanidin
Nt_UGT1	pTMH	0	0.017488606	128861	Cyanidin
Os_88C1	HTS_UGT	0	0.0156607324580041	128861	Cyanidin
Pt_UGT1	pTMH	0.5	0.046609148	128861	Cyanidin
Rc_GT1	HTS_UGT	1	0.118627417217217	128861	Cyanidin
Sl_GT5	HTS_UGT	0	-0.000548760086457224	128861	Cyanidin
Zm_15991	HTS_UGT	0	0.00611907868569124	128861	Cyanidin
Zm_43295	HTS_UGT	0	0.00711277789853766	128861	Cyanidin
Zm_51683	HTS_UGT	0	-0.00276912383515243	128861	Cyanidin
Zm_62783	HTS_UGT	0	0.00369742252482905	128861	Cyanidin
Zm_72068	HTS_UGT	0	0.00607938419768291	128861	Cyanidin
Zm_85854	HTS_UGT	0	-0.0255602373091879	128861	Cyanidin
At_71B1	GT-Predict	0		5460358	D-Glycerate
At_71B5	GT-Predict	0		5460358	D-Glycerate
At_71B6	GT-Predict	0		5460358	D-Glycerate
At_71B8	GT-Predict	0		5460358	D-Glycerate
At_71C1	GT-Predict	0		5460358	D-Glycerate
At_71C2	GT-Predict	0		5460358	D-Glycerate
At_71C3	GT-Predict	0		5460358	D-Glycerate
At_71C4	GT-Predict	0		5460358	D-Glycerate
At_71C5	GT-Predict	0		5460358	D-Glycerate
At_72B1	GT-Predict	0		5460358	D-Glycerate
At_72B3	GT-Predict	0		5460358	D-Glycerate
At_72C1	GT-Predict	0		5460358	D-Glycerate
At_72D1	GT-Predict	0		5460358	D-Glycerate
At_72E1	GT-Predict	0		5460358	D-Glycerate
At_72E2	GT-Predict	0		5460358	D-Glycerate
At_72E3	GT-Predict	0		5460358	D-Glycerate
At_73B1	GT-Predict	0		5460358	D-Glycerate
At_73B2	GT-Predict	0		5460358	D-Glycerate
At_73B3	GT-Predict	0		5460358	D-Glycerate
At_73B4	GT-Predict	0		5460358	D-Glycerate
At_73B5	GT-Predict	0		5460358	D-Glycerate
At_73C1	GT-Predict	0		5460358	D-Glycerate
At_73C3	GT-Predict	0		5460358	D-Glycerate
At_73C4	GT-Predict	0		5460358	D-Glycerate
At_73C5	GT-Predict	0		5460358	D-Glycerate
At_73C6	GT-Predict	0		5460358	D-Glycerate
At_74B1	GT-Predict	0		5460358	D-Glycerate
At_74F1	GT-Predict	0		5460358	D-Glycerate
At_74F2	GT-Predict	0		5460358	D-Glycerate
At_75B1	GT-Predict	0		5460358	D-Glycerate
At_75D1	GT-Predict	0		5460358	D-Glycerate
At_76E1	GT-Predict	0		5460358	D-Glycerate
At_76E11	GT-Predict	0		5460358	D-Glycerate
At_76E12	GT-Predict	0		5460358	D-Glycerate
At_76E2	GT-Predict	0		5460358	D-Glycerate
At_76E4	GT-Predict	0		5460358	D-Glycerate
At_78D1	GT-Predict	0		5460358	D-Glycerate
At_78D2	GT-Predict	0		5460358	D-Glycerate
At_84A1	GT-Predict	0		5460358	D-Glycerate
At_84A2	GT-Predict	0		5460358	D-Glycerate
At_84A3	GT-Predict	0		5460358	D-Glycerate
At_84A4	GT-Predict	0		5460358	D-Glycerate
At_84B1	GT-Predict	0		5460358	D-Glycerate
At_84B2	GT-Predict	0		5460358	D-Glycerate
At_85A4	GT-Predict	0		5460358	D-Glycerate
At_85A5	GT-Predict	0		5460358	D-Glycerate
At_88A1	GT-Predict	0		5460358	D-Glycerate
At_89B1	GT-Predict	0		5460358	D-Glycerate
At_89C1	GT-Predict	0		5460358	D-Glycerate
VVGT1	GT-Predict	0		5460358	D-Glycerate
At_71C1	HTS_UGT	0	0.0119174535691848	7257	3,4-Dichloroaniline
At_71D1	HTS_UGT	0	0.00196357460842678	7257	3,4-Dichloroaniline
At_72B1	pTMH	1	1.977219	7257	3,4-Dichloroaniline
At_72E2	pTMH	0	0	7257	3,4-Dichloroaniline
Ct_71E5	HTS_UGT	0	0.0836840228357556	7257	3,4-Dichloroaniline
Dc_71F5	HTS_UGT	1	0.0464631743269367	7257	3,4-Dichloroaniline
Fe_72B19	HTS_UGT	1	1.51005001231039	7257	3,4-Dichloroaniline
Fe_88J1	HTS_UGT	0	0.0173436914985034	7257	3,4-Dichloroaniline
Fi_88A10	HTS_UGT	1	0.181016730960792	7257	3,4-Dichloroaniline
Gm_88E3	HTS_UGT	0	0.00564411475167317	7257	3,4-Dichloroaniline
Lc_72B10	HTS_UGT	1	2.28252903122024	7257	3,4-Dichloroaniline
Mt_71G1	pTMH	0	-0.001791736	7257	3,4-Dichloroaniline
Mt_78G1	pTMH	0	0	7257	3,4-Dichloroaniline
Nt_UGT1	pTMH	1	1.621212458	7257	3,4-Dichloroaniline
Os_88C1	HTS_UGT	0	0.0409669491552813	7257	3,4-Dichloroaniline
Pt_UGT1	pTMH	1	0.298936055	7257	3,4-Dichloroaniline
Rc_GT1	HTS_UGT	0	0.0106437744609542	7257	3,4-Dichloroaniline
Sl_GT5	HTS_UGT	0	0.0654800280266648	7257	3,4-Dichloroaniline
Zm_15991	HTS_UGT	0	0.0111855504879871	7257	3,4-Dichloroaniline
Zm_43295	HTS_UGT	0	0.00736055962362898	7257	3,4-Dichloroaniline
Zm_51683	HTS_UGT	1	0.017740868444089	7257	3,4-Dichloroaniline
Zm_62783	HTS_UGT	0	0.00265470031666352	7257	3,4-Dichloroaniline
Zm_72068	HTS_UGT	0.5	0.0238447796913269	7257	3,4-Dichloroaniline
Zm_85854	HTS_UGT	0	0.0970746528702897	7257	3,4-Dichloroaniline
At_71C1	HTS_UGT	0	0.178178324847713	79964	3,4-Dichlorothiophenol
At_71D1	HTS_UGT	0	0.00649295709773239	79964	3,4-Dichlorothiophenol
Ct_71E5	HTS_UGT	1	0.45476639584475	79964	3,4-Dichlorothiophenol
Dc_71F5	HTS_UGT	1	0.043416073215901	79964	3,4-Dichlorothiophenol
Fe_72B19	HTS_UGT	1	1.10553914642213	79964	3,4-Dichlorothiophenol
Fe_88J1	HTS_UGT	0	0.0165104787146674	79964	3,4-Dichlorothiophenol
Fi_88A10	HTS_UGT	1	1.03777901716001	79964	3,4-Dichlorothiophenol
Gm_88E3	HTS_UGT	1	0.259690644820786	79964	3,4-Dichlorothiophenol
Lc_72B10	HTS_UGT	1	1.96342911395119	79964	3,4-Dichlorothiophenol
Os_88C1	HTS_UGT	1	1.28531524843923	79964	3,4-Dichlorothiophenol
Rc_GT1	HTS_UGT	0.5	0.0193047798776259	79964	3,4-Dichlorothiophenol
Sl_GT5	HTS_UGT	0	0.0815370682440779	79964	3,4-Dichlorothiophenol
Zm_15991	HTS_UGT	1	0.124137049855534	79964	3,4-Dichlorothiophenol
Zm_43295	HTS_UGT	1	0.371935532503603	79964	3,4-Dichlorothiophenol
Zm_51683	HTS_UGT	1	0.0567726405125514	79964	3,4-Dichlorothiophenol
Zm_62783	HTS_UGT	1	0.0581900869817505	79964	3,4-Dichlorothiophenol
Zm_72068	HTS_UGT	1	0.0487828769536598	79964	3,4-Dichlorothiophenol
Zm_85854	HTS_UGT	1	0.505312642604901	79964	3,4-Dichlorothiophenol
At_72B1	pTMH	0	0.006568321	5379033	Dehydrodiisoeugenol
At_72E2	pTMH	0	0.021557427	5379033	Dehydrodiisoeugenol
Mt_71G1	pTMH	0.5	0.035453757	5379033	Dehydrodiisoeugenol
Mt_78G1	pTMH	0	0.025060323	5379033	Dehydrodiisoeugenol
Nt_UGT1	pTMH	0	0.018959534	5379033	Dehydrodiisoeugenol
Pt_UGT1	pTMH	0	0.024220926	5379033	Dehydrodiisoeugenol
At_71C1	HTS_UGT	0	0.00235368500633739	11782	2,3-Dimethylbenzoic acid
At_71D1	HTS_UGT	0	0.000346808933144339	11782	2,3-Dimethylbenzoic acid
Ct_71E5	HTS_UGT	0	0.000829636355008247	11782	2,3-Dimethylbenzoic acid
Dc_71F5	HTS_UGT	0	0.000398536780347921	11782	2,3-Dimethylbenzoic acid
Fe_72B19	HTS_UGT	0	-0.0010167447396273	11782	2,3-Dimethylbenzoic acid
Fe_88J1	HTS_UGT	0	0.000618656380893164	11782	2,3-Dimethylbenzoic acid
Fi_88A10	HTS_UGT	0	0.000674090223025337	11782	2,3-Dimethylbenzoic acid
Gm_88E3	HTS_UGT	0	0.000446066035523837	11782	2,3-Dimethylbenzoic acid
Lc_72B10	HTS_UGT	0	0.00452909752409556	11782	2,3-Dimethylbenzoic acid
Os_88C1	HTS_UGT	0	0.0014656253617505	11782	2,3-Dimethylbenzoic acid
Rc_GT1	HTS_UGT	0	0.0052519213492896	11782	2,3-Dimethylbenzoic acid
Sl_GT5	HTS_UGT	0	0.00142681896311312	11782	2,3-Dimethylbenzoic acid
Zm_15991	HTS_UGT	0	0.00206278715420684	11782	2,3-Dimethylbenzoic acid
Zm_43295	HTS_UGT	0	0.00116112267849395	11782	2,3-Dimethylbenzoic acid
Zm_51683	HTS_UGT	0	0.001522291631322	11782	2,3-Dimethylbenzoic acid
Zm_62783	HTS_UGT	0	0.0035323225191344	11782	2,3-Dimethylbenzoic acid
Zm_72068	HTS_UGT	0	0.00375847948623012	11782	2,3-Dimethylbenzoic acid
Zm_85854	HTS_UGT	0	0.00293545817068579	11782	2,3-Dimethylbenzoic acid
At_71B1	GT-Predict	0		32021	Dihydrozeatin
At_71B5	GT-Predict	0		32021	Dihydrozeatin
At_71B6	GT-Predict	0		32021	Dihydrozeatin
At_71B8	GT-Predict	0		32021	Dihydrozeatin
At_71C1	GT-Predict	0		32021	Dihydrozeatin
At_71C2	GT-Predict	0		32021	Dihydrozeatin
At_71C3	GT-Predict	0		32021	Dihydrozeatin
At_71C4	GT-Predict	0		32021	Dihydrozeatin
At_71C5	GT-Predict	0		32021	Dihydrozeatin
At_72B3	GT-Predict	0		32021	Dihydrozeatin
At_72C1	GT-Predict	0		32021	Dihydrozeatin
At_72D1	GT-Predict	0		32021	Dihydrozeatin
At_72E1	GT-Predict	0		32021	Dihydrozeatin
At_72E2	GT-Predict	0		32021	Dihydrozeatin
At_72E3	GT-Predict	0		32021	Dihydrozeatin
At_73B1	GT-Predict	0		32021	Dihydrozeatin
At_73B2	GT-Predict	0		32021	Dihydrozeatin
At_73B3	GT-Predict	0		32021	Dihydrozeatin
At_73B4	GT-Predict	1		32021	Dihydrozeatin
At_73B5	GT-Predict	0		32021	Dihydrozeatin
At_73C1	GT-Predict	1		32021	Dihydrozeatin
At_73C3	GT-Predict	0		32021	Dihydrozeatin
At_73C4	GT-Predict	0		32021	Dihydrozeatin
At_73C5	GT-Predict	1		32021	Dihydrozeatin
At_73C6	GT-Predict	1		32021	Dihydrozeatin
At_73C7	GT-Predict	0		32021	Dihydrozeatin
At_74B1	GT-Predict	0		32021	Dihydrozeatin
At_74F1	GT-Predict	0		32021	Dihydrozeatin
At_75B1	GT-Predict	0		32021	Dihydrozeatin
At_75D1	GT-Predict	0		32021	Dihydrozeatin
At_76C4	GT-Predict	0		32021	Dihydrozeatin
At_76E1	GT-Predict	0		32021	Dihydrozeatin
At_76E11	GT-Predict	0		32021	Dihydrozeatin
At_76E12	GT-Predict	0		32021	Dihydrozeatin
At_76E2	GT-Predict	0		32021	Dihydrozeatin
At_76E4	GT-Predict	0		32021	Dihydrozeatin
At_76E5	GT-Predict	0		32021	Dihydrozeatin
At_78D1	GT-Predict	0		32021	Dihydrozeatin
At_78D2	GT-Predict	0		32021	Dihydrozeatin
At_84A1	GT-Predict	0		32021	Dihydrozeatin
At_84A2	GT-Predict	0		32021	Dihydrozeatin
At_84A3	GT-Predict	0		32021	Dihydrozeatin
At_84B1	GT-Predict	0		32021	Dihydrozeatin
At_84B2	GT-Predict	0		32021	Dihydrozeatin
At_85A4	GT-Predict	0		32021	Dihydrozeatin
At_85A5	GT-Predict	0		32021	Dihydrozeatin
At_88A1	GT-Predict	0		32021	Dihydrozeatin
At_89B1	GT-Predict	0		32021	Dihydrozeatin
At_89C1	GT-Predict	0		32021	Dihydrozeatin
VVGT1	GT-Predict	0		32021	Dihydrozeatin
At_71B1	GT-Predict	0		107126	Dihydrojasmonic acid
At_71B5	GT-Predict	0		107126	Dihydrojasmonic acid
At_71B6	GT-Predict	0.5		107126	Dihydrojasmonic acid
At_71B8	GT-Predict	0		107126	Dihydrojasmonic acid
At_71C1	GT-Predict	0		107126	Dihydrojasmonic acid
At_71C2	GT-Predict	0		107126	Dihydrojasmonic acid
At_71C3	GT-Predict	0		107126	Dihydrojasmonic acid
At_71C4	GT-Predict	0		107126	Dihydrojasmonic acid
At_71C5	GT-Predict	0		107126	Dihydrojasmonic acid
At_72B1	GT-Predict	0.5		107126	Dihydrojasmonic acid
At_72B3	GT-Predict	0		107126	Dihydrojasmonic acid
At_72C1	GT-Predict	0		107126	Dihydrojasmonic acid
At_72D1	GT-Predict	0		107126	Dihydrojasmonic acid
At_72E1	GT-Predict	0		107126	Dihydrojasmonic acid
At_72E2	GT-Predict	0		107126	Dihydrojasmonic acid
At_72E3	GT-Predict	0		107126	Dihydrojasmonic acid
At_73B1	GT-Predict	0		107126	Dihydrojasmonic acid
At_73B2	GT-Predict	0		107126	Dihydrojasmonic acid
At_73B3	GT-Predict	0		107126	Dihydrojasmonic acid
At_73B4	GT-Predict	0		107126	Dihydrojasmonic acid
At_73B5	GT-Predict	0		107126	Dihydrojasmonic acid
At_73C1	GT-Predict	0		107126	Dihydrojasmonic acid
At_73C3	GT-Predict	0		107126	Dihydrojasmonic acid
At_73C4	GT-Predict	0		107126	Dihydrojasmonic acid
At_73C5	GT-Predict	0		107126	Dihydrojasmonic acid
At_73C6	GT-Predict	0		107126	Dihydrojasmonic acid
At_73C7	GT-Predict	0		107126	Dihydrojasmonic acid
At_74B1	GT-Predict	0		107126	Dihydrojasmonic acid
At_74F1	GT-Predict	0.5		107126	Dihydrojasmonic acid
At_74F2	GT-Predict	0		107126	Dihydrojasmonic acid
At_75B1	GT-Predict	1		107126	Dihydrojasmonic acid
At_75D1	GT-Predict	0		107126	Dihydrojasmonic acid
At_76C4	GT-Predict	0		107126	Dihydrojasmonic acid
At_76E1	GT-Predict	0		107126	Dihydrojasmonic acid
At_76E11	GT-Predict	0		107126	Dihydrojasmonic acid
At_76E12	GT-Predict	0		107126	Dihydrojasmonic acid
At_76E2	GT-Predict	0		107126	Dihydrojasmonic acid
At_76E4	GT-Predict	0		107126	Dihydrojasmonic acid
At_76E5	GT-Predict	0		107126	Dihydrojasmonic acid
At_78D1	GT-Predict	0		107126	Dihydrojasmonic acid
At_78D2	GT-Predict	0		107126	Dihydrojasmonic acid
At_84A1	GT-Predict	1		107126	Dihydrojasmonic acid
At_84A2	GT-Predict	1		107126	Dihydrojasmonic acid
At_84A3	GT-Predict	0		107126	Dihydrojasmonic acid
At_84A4	GT-Predict	0		107126	Dihydrojasmonic acid
At_84B1	GT-Predict	0		107126	Dihydrojasmonic acid
At_84B2	GT-Predict	0		107126	Dihydrojasmonic acid
At_85A4	GT-Predict	0		107126	Dihydrojasmonic acid
At_85A5	GT-Predict	0		107126	Dihydrojasmonic acid
At_88A1	GT-Predict	0		107126	Dihydrojasmonic acid
At_89B1	GT-Predict	0		107126	Dihydrojasmonic acid
At_89C1	GT-Predict	0.5		107126	Dihydrojasmonic acid
VVGT1	GT-Predict	0		107126	Dihydrojasmonic acid
At_72B1	pTMH	0	-0.002038029	681	Dopamine
At_72E2	pTMH	0	-0.00284094	681	Dopamine
Mt_71G1	pTMH	0	0.000734564	681	Dopamine
Mt_78G1	pTMH	0.5	0.046767404	681	Dopamine
Nt_UGT1	pTMH	0	-0.000863027	681	Dopamine
Pt_UGT1	pTMH	0	0.000427714	681	Dopamine
At_72B1	pTMH	0	-0.005083319	5281855	Ellagic acid
At_72E2	pTMH	0	-0.003776174	5281855	Ellagic acid
Mt_71G1	pTMH	0	0.000682389	5281855	Ellagic acid
Mt_78G1	pTMH	0	0.0023746	5281855	Ellagic acid
Nt_UGT1	pTMH	0	-0.004931006	5281855	Ellagic acid
Pt_UGT1	pTMH	0	-0.000691023	5281855	Ellagic acid
At_72B1	pTMH	0	-0.005353358	72276	(-)-Epicatechin
At_72E2	pTMH	0	-0.003784547	72276	(-)-Epicatechin
Mt_71G1	pTMH	0	0.004371372	72276	(-)-Epicatechin
Mt_78G1	pTMH	0	0.000139658	72276	(-)-Epicatechin
Nt_UGT1	pTMH	0	0.038740532	72276	(-)-Epicatechin
Pt_UGT1	pTMH	0	0.002011398	72276	(-)-Epicatechin
At_72B1	pTMH	0	-0.008676032	356759	Erianin
At_72E2	pTMH	0	-0.000414337	356759	Erianin
Mt_71G1	pTMH	0	0.022713594	356759	Erianin
Mt_78G1	pTMH	0	0.000812669	356759	Erianin
Nt_UGT1	pTMH	0	-0.006698927	356759	Erianin
Pt_UGT1	pTMH	0	-0.001395808	356759	Erianin
At_72B1	pTMH	0	0.002576994	8434	Ethylparaben
At_72E2	pTMH	0	-0.001809765	8434	Ethylparaben
Mt_71G1	pTMH	0	-0.00132	8434	Ethylparaben
Mt_78G1	pTMH	0	-4.91e-05	8434	Ethylparaben
Nt_UGT1	pTMH	0	0.003822382	8434	Ethylparaben
Pt_UGT1	pTMH	0	0.000807058	8434	Ethylparaben
At_72B1	pTMH	0	-0.00114705	12426239	Eucamalol
At_72E2	pTMH	0	-0.001193624	12426239	Eucamalol
Mt_71G1	pTMH	0	0.000118756	12426239	Eucamalol
Mt_78G1	pTMH	0	0.00242	12426239	Eucamalol
Nt_UGT1	pTMH	0	-0.000219235	12426239	Eucamalol
Pt_UGT1	pTMH	0	0.000698913	12426239	Eucamalol
At_72B1	pTMH	1	1.137580707	3314	Eugenol
At_72E2	pTMH	1	0.832023733	3314	Eugenol
Mt_71G1	pTMH	0	0.013257324	3314	Eugenol
Mt_78G1	pTMH	0	0.002977782	3314	Eugenol
Nt_UGT1	pTMH	1	0.401979353	3314	Eugenol
Pt_UGT1	pTMH	0	0.006534444	3314	Eugenol
At_72B1	pTMH	0	-0.000675997	398789	Evodine
At_72E2	pTMH	0	0.071758691	398789	Evodine
Mt_71G1	pTMH	0	0.00954004	398789	Evodine
Mt_78G1	pTMH	0	0.008699202	398789	Evodine
Nt_UGT1	pTMH	0	-0.005008091	398789	Evodine
Pt_UGT1	pTMH	0	0.001019625	398789	Evodine
At_72B1	pTMH	0	-0.000922391	445858	Ferulic acid
At_72E2	pTMH	0.5	0.480480838	445858	Ferulic acid
Mt_71G1	pTMH	0	0.000953613	445858	Ferulic acid
Mt_78G1	pTMH	0	0.001197246	445858	Ferulic acid
Nt_UGT1	pTMH	0	0.000441214	445858	Ferulic acid
Pt_UGT1	pTMH	0	0.00085237	445858	Ferulic acid
At_71B1	GT-Predict	1		5281614	Fisetin
At_71B5	GT-Predict	1		5281614	Fisetin
At_71B6	GT-Predict	1		5281614	Fisetin
At_71B8	GT-Predict	1		5281614	Fisetin
At_71C1	GT-Predict	1		5281614	Fisetin
