enzyme	reaction	cid
Sl_GT5	0	5280896
Fi_88A10	0	5280896
At_71D1	0	5280896
At_71C1	0	5280896
Zm_62783	0	5280896
Zm_85854	0	5280896
Gm_88E3	0	5280896
Zm_72068	0	5280896
Lc_72B10	0	5280896
ApUFGT1	1	5280442
ApUFGT2	0	5280442
ApUFGT3	0	5280442
Fe_88J1	0	5318517
Zm_15991	0	5318517
Fe_72B19	0	5318517
Ct_71E5	0	5318517
Zm_51683	0	5318517
Os_88C1	0	5318517
Zm_43295	0	5318517
Dc_71F5	0	5318517
Rc_GT1	0	5318517
Sl_GT5	0	5318517
Fi_88A10	0	5318517
At_71D1	0	5318517
At_71C1	0	5318517
Zm_62783	0	5318517
Zm_85854	0	5318517
Gm_88E3	0	5318517
Zm_72068	0	5318517
Lc_72B10	0	5318517
Nt_UGT1	0	5318517
Pt_UGT1	0	5318517
At_72B1	0	5318517
At_72E2	0	5318517
Mt_71G1	0	5318517
Mt_78G1	0	5318517
ApUFGT1	1	5280443
ApUFGT2	1	5280443
ApUFGT3	1	5280443
UGT73A17	1	5280443
Nt_UGT1	0	64981
Pt_UGT1	0	64981
At_72B1	0	64981
At_72E2	0	64981
Mt_71G1	0	64981
Mt_78G1	0	64981
TwUGT2	0	64981
Nt_UGT1	0	10922465
Pt_UGT1	0	10922465
At_72B1	0	10922465
At_72E2	0	10922465
Mt_71G1	0	10922465
Mt_78G1	0	10922465
Nt_UGT1	0	174174
Pt_UGT1	0	174174
At_72B1	0	174174
At_72E2	0	174174
Mt_71G1	0	174174
Mt_78G1	0	174174
At_71C1	0	5281605
At_71C2	0	5281605
At_71C3	1	5281605
At_71B8	1	5281605
At_71B6	1	5281605
At_71B5	1	5281605
At_71B1	1	5281605
At_88A1	1	5281605
At_72E2	0	5281605
At_72E3	0	5281605
At_72E1	0	5281605
At_72D1	0	5281605
At_72C1	0	5281605
At_72B3	0	5281605
At_72B1	0	5281605
At_73C3	1	5281605
At_73C4	0	5281605
At_73C5	1	5281605
At_73C6	1	5281605
At_73C1	1	5281605
At_73C7	0	5281605
At_73B3	1	5281605
At_73B4	1	5281605
At_73B5	1	5281605
At_73B1	1	5281605
At_89B1	0	5281605
At_89C1	0	5281605
At_84A3	1	5281605
At_84A4	1	5281605
At_84A2	1	5281605
At_84A1	1	5281605
At_84B1	0	5281605
At_84B2	0	5281605
At_75B1	1	5281605
At_75D1	0	5281605
At_74F1	0	5281605
At_74F2	1	5281605
At_74B1	0	5281605
At_76E5	0	5281605
At_76E4	1	5281605
At_76E1	1	5281605
At_76E2	1	5281605
At_76E12	1	5281605
At_76E11	0	5281605
At_76C4	1	5281605
At_85A5	1	5281605
At_85A4	1	5281605
At_78D2	1	5281605
At_78D1	0	5281605
VVGT1	1	5281605
UGT71G1	1	5281605
UGT78G1	1	5281605
UGT72B10	1	5281605
UGT74P1	0	5281605
UGT73A10	1	5281605
UGT74N1	0	5281605
UGT75L2	1	5281605
UGT85A20	0	5281605
UGT73Q1	0	5281605
UGT73A12	1	5281605
UGT86A5	0	5281605
UGT94E2	1	5281605
UGT84C2	1	5281605
UGT85B2	0	5281605
UGT74H5	1	5281605
UGT88C4	0	5281605
UGT74H6	0	5281605
UGT75E3	1	5281605
Fe_88J1	0	62389
Zm_15991	0	62389
Fe_72B19	0	62389
Ct_71E5	0	62389
Zm_51683	0	62389
Os_88C1	0	62389
Zm_43295	0	62389
Rc_GT1	0	62389
Sl_GT5	0	62389
Fi_88A10	0	62389
At_71D1	0	62389
At_71C1	0	62389
Zm_62783	0	62389
Zm_85854	0	62389
Gm_88E3	0	62389
Zm_72068	0	62389
Lc_72B10	0	62389
PpUGT85A2	1	244
UGT71L2	0	244
UGT71L2	1	8363
Nt_UGT1	0	5280371
Pt_UGT1	0	5280371
At_72B1	0	5280371
At_72E2	0	5280371
Mt_71G1	1	5280371
Mt_78G1	0	5280371
Nt_UGT1	0	10154
Pt_UGT1	0	10154
At_72B1	0	10154
At_72E2	0	10154
Mt_71G1	0	10154
Mt_78G1	0	10154
Nt_UGT1	0	64685
Pt_UGT1	0	64685
At_72B1	0	64685
At_72E2	0	64685
Mt_71G1	0	64685
Mt_78G1	0	64685
At_71C1	0	107670
At_71C2	0	107670
At_71C3	0	107670
At_71C4	0	107670
At_71C5	0	107670
At_71B8	0	107670
At_71B6	0	107670
At_71B5	0	107670
At_71B1	0	107670
At_88A1	0	107670
At_72E2	0	107670
At_72E3	0	107670
At_72E1	0	107670
At_72D1	0	107670
At_72C1	0	107670
At_72B3	0	107670
At_73C3	0	107670
At_73C4	0	107670
At_73C5	0	107670
At_73C1	0	107670
At_73B2	0	107670
At_73B3	0	107670
At_73B4	0	107670
At_73B5	0	107670
At_73B1	0	107670
At_89B1	0	107670
At_89C1	0	107670
At_84A3	0	107670
At_84B1	0	107670
At_84B2	0	107670
At_75D1	0	107670
At_74F1	0	107670
At_74B1	0	107670
At_76E4	0	107670
At_76E1	0	107670
At_76E2	0	107670
At_76E12	0	107670
At_76E11	0	107670
At_85A5	0	107670
At_85A4	0	107670
At_78D2	0	107670
At_78D1	0	107670
VVGT1	0	107670
UGT71G1	0	107670
UGT78G1	0	107670
UGT72B10	0	107670
UGT74P1	0	107670
UGT73A10	0	107670
UGT74N1	0	107670
UGT75L2	0	107670
UGT85A20	0	107670
UGT73Q1	0	107670
UGT73A12	0	107670
UGT86A5	0	107670
UGT94E2	0	107670
UGT84C2	0	107670
UGT85B2	0	107670
UGT74H5	0	107670
UGT88C4	0	107670
UGT74H6	0	107670
UGT75E3	0	107670
Nt_UGT1	0	1548943
Pt_UGT1	0	1548943
At_72B1	0	1548943
At_72E2	0	1548943
Mt_71G1	0	1548943
Mt_78G1	0	1548943
OleD	0	20824
At_71C1	0	20824
At_71C2	0	20824
At_71C3	0	20824
At_71C4	0	20824
At_71C5	0	20824
At_71B8	0	20824
At_71B6	0	20824
At_71B5	0	20824
At_71B1	0	20824
At_88A1	0	20824
At_72E2	0	20824
At_72E3	0	20824
At_72E1	0	20824
At_72D1	0	20824
At_72C1	0	20824
At_72B3	0	20824
At_73C3	0	20824
At_73C4	0	20824
At_73C5	0	20824
At_73C6	0	20824
At_73C1	0	20824
At_73B2	0	20824
At_73B3	0	20824
At_73B4	0	20824
At_73B5	0	20824
At_73B1	0	20824
At_89B1	0	20824
At_89C1	0	20824
At_84A3	0	20824
At_84A4	0	20824
At_84A2	0	20824
At_84A1	0	20824
At_84B1	0	20824
At_84B2	0	20824
At_75B1	0	20824
At_75D1	0	20824
At_74F1	0	20824
At_74F2	0	20824
At_74B1	0	20824
At_76E4	0	20824
At_76E1	0	20824
At_76E2	0	20824
At_76E12	0	20824
At_76E11	0	20824
At_85A5	0	20824
At_85A4	0	20824
At_78D2	0	20824
At_78D1	0	20824
VVGT1	0	20824
Nt_UGT1	0	65126
Pt_UGT1	0	65126
At_72B1	0	65126
At_72E2	0	65126
Mt_71G1	0	65126
Mt_78G1	0	65126
At_71C2	0	9064
At_71C3	0	9064
At_71C4	0	9064
At_71B8	0	9064
At_71B6	0	9064
At_88A1	1	9064
At_72E2	0	9064
At_72D1	1	9064
At_72C1	0	9064
At_72B3	0	9064
At_73C3	1	9064
At_73C4	0	9064
At_73C5	1	9064
At_73C6	1	9064
At_73C1	0	9064
At_73C7	0	9064
At_73B2	0	9064
At_73B3	1	9064
At_73B4	0	9064
At_73B5	1	9064
At_89B1	0	9064
At_89C1	1	9064
At_84A3	0	9064
At_84A4	0	9064
At_84A2	1	9064
At_84A1	1	9064
At_84B1	1	9064
At_75B1	0	9064
At_75D1	0	9064
At_74F2	1	9064
At_74B1	1	9064
At_76E5	0	9064
At_76E4	0	9064
At_76E1	0	9064
At_76E2	0	9064
At_76E12	0	9064
At_76E11	0	9064
At_76C4	0	9064
At_85A5	0	9064
At_85A4	0	9064
At_78D2	1	9064
At_78D1	0	9064
VVGT1	1	9064
UGT71G1	1	9064
UGT78G1	0	9064
UGT72B10	1	9064
UGT74P1	0	9064
UGT73A10	1	9064
UGT74N1	0	9064
UGT75L2	1	9064
UGT85A20	1	9064
UGT73Q1	1	9064
UGT73A12	1	9064
UGT86A5	0	9064
UGT94E2	1	9064
UGT84C2	0	9064
UGT85B2	0	9064
UGT74H5	0	9064
UGT88C4	0	9064
UGT74H6	1	9064
UGT75E3	1	9064
UGT71L2	1	289
TwUGT2	0	122724
At_71C1	0	5959
At_71C2	0	5959
At_71C3	0	5959
At_71C4	0	5959
At_71C5	0	5959
At_71B8	0	5959
At_71B6	0	5959
At_71B5	0	5959
At_71B1	0	5959
At_88A1	0	5959
At_72E2	0	5959
At_72E3	0	5959
At_72E1	0	5959
At_72D1	0	5959
At_72C1	0	5959
At_72B3	0	5959
At_73C3	0	5959
At_73C4	0	5959
At_73C1	0	5959
At_73B2	0	5959
At_73B3	0	5959
At_73B4	0	5959
At_73B5	0	5959
At_73B1	0	5959
At_89B1	0	5959
At_89C1	0	5959
At_84A3	0	5959
At_84A4	0	5959
At_84A2	0	5959
At_84A1	0	5959
At_84B1	0	5959
At_84B2	0	5959
At_75B1	0	5959
At_75D1	0	5959
At_74F1	0	5959
At_74F2	0	5959
At_74B1	0	5959
At_76E4	0	5959
At_76E1	0	5959
At_76E2	0	5959
At_76E12	0	5959
At_76E11	0	5959
At_85A5	0	5959
At_85A4	0	5959
At_78D2	0	5959
At_78D1	0	5959
VVGT1	0	5959
OleD	1	5959
ApUFGT1	1	5281607
ApUFGT2	1	5281607
ApUFGT3	1	5281607
Fe_88J1	0	444539
Zm_15991	0	444539
Fe_72B19	0	444539
Ct_71E5	0	444539
Zm_51683	0	444539
Os_88C1	0	444539
Zm_43295	0	444539
Dc_71F5	0	444539
Rc_GT1	0	444539
Sl_GT5	0	444539
Fi_88A10	0	444539
At_71D1	0	444539
At_71C1	0	444539
Zm_62783	0	444539
Zm_85854	0	444539
Gm_88E3	0	444539
Zm_72068	0	444539
Lc_72B10	0	444539
Fe_88J1	0	5315892
Zm_15991	0	5315892
Fe_72B19	0	5315892
Ct_71E5	0	5315892
Zm_51683	0	5315892
Os_88C1	0	5315892
Zm_43295	0	5315892
Dc_71F5	0	5315892
Rc_GT1	0	5315892
Sl_GT5	0	5315892
Fi_88A10	0	5315892
At_71D1	0	5315892
At_71C1	0	5315892
Zm_62783	0	5315892
Zm_85854	0	5315892
Gm_88E3	0	5315892
Zm_72068	0	5315892
Lc_72B10	0	5315892
Nt_UGT1	0	444539
Pt_UGT1	0	444539
At_72B1	0	444539
At_72E2	0	444539
Mt_71G1	0	444539
Mt_78G1	0	444539
At_71C1	0	444539
At_71C2	0	444539
At_71C3	0	444539
At_71C4	0	444539
At_71C5	0	444539
At_71B8	0	444539
At_71B6	0	444539
At_71B5	0	444539
At_71B1	0	444539
At_88A1	0	444539
At_72E2	0	444539
At_72E3	0	444539
At_72E1	0	444539
At_72D1	0	444539
At_72C1	0	444539
At_72B3	0	444539
At_72B1	0	444539
At_73C3	0	444539
At_73C4	0	444539
At_73C5	0	444539
At_73C6	0	444539
At_73C1	0	444539
At_73C7	0	444539
At_73B2	0	444539
At_73B3	0	444539
At_73B4	0	444539
At_73B5	0	444539
At_73B1	0	444539
At_89B1	0	444539
At_84A3	1	444539
At_84A4	1	444539
At_84A2	1	444539
At_84A1	1	444539
At_84B1	1	444539
At_84B2	0	444539
At_75B1	1	444539
At_75D1	0	444539
At_74F1	0	444539
At_74F2	0	444539
At_74B1	0	444539
At_76E5	0	444539
At_76E4	0	444539
At_76E1	0	444539
At_76E2	0	444539
At_76E12	0	444539
At_76E11	0	444539
At_76C4	0	444539
At_85A5	0	444539
At_85A4	0	444539
At_78D2	0	444539
At_78D1	0	444539
VVGT1	0	444539
UGT71G1	0	444539
UGT78G1	0	444539
UGT72B10	0	444539
UGT74P1	0	444539
UGT73A10	0	444539
UGT74N1	0	444539
UGT75L2	0	444539
UGT85A20	0	444539
UGT73Q1	0	444539
UGT73A12	0	444539
UGT86A5	0	444539
UGT94E2	0	444539
UGT84C2	0	444539
UGT85B2	0	444539
UGT74H5	0	444539
UGT88C4	0	444539
UGT74H6	0	444539
UGT75E3	0	444539
Nt_UGT1	0	5315892
Pt_UGT1	0	5315892
At_72B1	0	5315892
At_72E2	0	5315892
Mt_71G1	0	5315892
Mt_78G1	0	5315892
UGT71L2	0	5315892
Fe_88J1	0	1549095
Zm_15991	0	1549095
Fe_72B19	0	1549095
Ct_71E5	0	1549095
Zm_51683	0	1549095
Os_88C1	0	1549095
Zm_43295	0	1549095
Dc_71F5	0	1549095
Rc_GT1	0	1549095
Sl_GT5	0	1549095
Fi_88A10	0	1549095
At_71D1	0	1549095
At_71C1	0	1549095
Zm_62783	0	1549095
Zm_85854	0	1549095
Gm_88E3	0	1549095
Zm_72068	0	1549095
Lc_72B10	0	1549095
Nt_UGT1	0	1549095
Pt_UGT1	0	1549095
At_72B1	0	1549095
At_72E2	1	1549095
Mt_71G1	0	1549095
Mt_78G1	0	1549095
Nt_UGT1	0	25056407
Pt_UGT1	0	25056407
At_72B1	0	25056407
At_72E2	0	25056407
Mt_71G1	0	25056407
Nt_UGT1	0	5280535
Pt_UGT1	0	5280535
At_72B1	0	5280535
At_72E2	0	5280535
Mt_71G1	0	5280535
Mt_78G1	0	5280535
At_71C1	0	54675768
At_71C2	0	54675768
At_71C3	0	54675768
At_71C4	0	54675768
At_71C5	0	54675768
At_71B8	0	54675768
At_71B6	0	54675768
At_71B5	0	54675768
At_71B1	0	54675768
At_88A1	0	54675768
At_72E2	0	54675768
At_72E3	0	54675768
At_72D1	0	54675768
At_72C1	0	54675768
At_72B3	0	54675768
At_73C3	0	54675768
At_73C4	0	54675768
At_73C5	0	54675768
At_73C6	0	54675768
At_73C1	0	54675768
At_73C7	0	54675768
At_73B2	0	54675768
At_73B3	0	54675768
At_73B4	0	54675768
At_73B5	0	54675768
At_73B1	0	54675768
At_89B1	0	54675768
At_89C1	0	54675768
At_84A3	0	54675768
At_84A4	0	54675768
At_84A2	0	54675768
At_84A1	0	54675768
At_84B1	0	54675768
At_84B2	0	54675768
At_75B1	0	54675768
At_75D1	0	54675768
At_74F1	0	54675768
At_74F2	0	54675768
At_74B1	0	54675768
At_76E5	0	54675768
At_76E4	0	54675768
At_76E1	0	54675768
At_76E2	0	54675768
At_76E12	0	54675768
At_76E11	0	54675768
At_76C4	0	54675768
At_85A5	0	54675768
At_85A4	0	54675768
At_78D1	0	54675768
VVGT1	0	54675768
OleD	0	54675768
Fe_88J1	0	128861
Zm_15991	0	128861
Fe_72B19	0	128861
Ct_71E5	0	128861
Zm_51683	0	128861
Os_88C1	0	128861
Zm_43295	0	128861
Dc_71F5	0	128861
Rc_GT1	1	128861
Sl_GT5	0	128861
Fi_88A10	0	128861
At_71D1	0	128861
At_71C1	0	128861
Zm_62783	0	128861
Zm_85854	0	128861
Gm_88E3	0	128861
Zm_72068	0	128861
Lc_72B10	0	128861
Nt_UGT1	0	128861
At_72B1	0	128861
At_72E2	0	128861
Mt_78G1	0	128861
OleD	0	68247
VVGT1	1	68247
At_71C1	0	5280335
At_71C2	0	5280335
At_71C3	0	5280335
At_71C4	0	5280335
At_71C5	0	5280335
At_71B8	0	5280335
At_71B6	0	5280335
At_71B5	0	5280335
At_71B1	0	5280335
At_88A1	0	5280335
At_72E2	0	5280335
At_72E3	0	5280335
At_72E1	0	5280335
At_72D1	0	5280335
At_72C1	0	5280335
At_72B3	0	5280335
At_73C3	0	5280335
At_73C4	0	5280335
At_73C5	0	5280335
At_73C6	0	5280335
At_73C1	0	5280335
At_73B2	0	5280335
At_73B3	0	5280335
At_73B4	0	5280335
At_73B5	0	5280335
At_73B1	0	5280335
At_89B1	0	5280335
At_89C1	0	5280335
At_84A3	0	5280335
At_84A4	0	5280335
At_84A2	0	5280335
At_84A1	0	5280335
At_84B1	0	5280335
At_84B2	0	5280335
At_75B1	0	5280335
At_75D1	0	5280335
At_74F1	0	5280335
At_74F2	0	5280335
At_74B1	0	5280335
At_76E4	0	5280335
At_76E1	0	5280335
At_76E2	0	5280335
At_76E12	0	5280335
At_76E11	0	5280335
At_85A5	0	5280335
At_85A4	0	5280335
At_78D2	0	5280335
At_78D1	0	5280335
VVGT1	0	5280335
OleD	0	5280335
At_71C1	0	439194
At_71C2	0	439194
At_71C3	0	439194
At_71C4	0	439194
At_71C5	0	439194
At_71B8	0	439194
At_71B6	0	439194
At_71B5	0	439194
At_71B1	0	439194
At_88A1	0	439194
At_72E2	0	439194
At_72E3	0	439194
At_72E1	0	439194
At_72D1	0	439194
At_72C1	0	439194
At_72B3	0	439194
At_72B1	0	439194
At_73C3	0	439194
At_73C4	0	439194
At_73C5	0	439194
At_73C6	0	439194
At_73C1	0	439194
At_73B2	0	439194
At_73B3	0	439194
At_73B4	0	439194
At_73B5	0	439194
At_73B1	0	439194
At_89B1	0	439194
At_89C1	0	439194
At_84A3	0	439194
At_84A4	0	439194
At_84A2	0	439194
At_84A1	0	439194
At_84B1	0	439194
At_84B2	0	439194
At_75B1	0	439194
At_75D1	0	439194
At_74F1	0	439194
At_74F2	0	439194
At_74B1	0	439194
At_76E4	0	439194
At_76E1	0	439194
At_76E2	0	439194
At_76E12	0	439194
At_76E11	0	439194
At_85A5	0	439194
At_85A4	0	439194
At_78D2	0	439194
At_78D1	0	439194
VVGT1	0	439194
OleD	1	439194
Fe_88J1	0	7257
Zm_15991	0	7257
Fe_72B19	1	7257
Ct_71E5	0	7257
Zm_51683	1	7257
Os_88C1	0	7257
Zm_43295	0	7257
Dc_71F5	1	7257
Rc_GT1	0	7257
Sl_GT5	0	7257
Fi_88A10	1	7257
At_71D1	0	7257
At_71C1	0	7257
Zm_62783	0	7257
Zm_85854	0	7257
Gm_88E3	0	7257
Lc_72B10	1	7257
Nt_UGT1	1	7257
Pt_UGT1	1	7257
At_72B1	1	7257
At_72E2	0	7257
Mt_71G1	0	7257
Mt_78G1	0	7257
Fe_88J1	0	79964
Zm_15991	1	79964
Fe_72B19	1	79964
Ct_71E5	1	79964
Zm_51683	1	79964
Os_88C1	1	79964
Zm_43295	1	79964
Dc_71F5	1	79964
Sl_GT5	0	79964
Fi_88A10	1	79964
At_71D1	0	79964
At_71C1	0	79964
Zm_62783	1	79964
Zm_85854	1	79964
Gm_88E3	1	79964
Zm_72068	1	79964
Lc_72B10	1	79964
TwUGT2	0	5281708
ApUFGT1	1	5281708
ApUFGT2	1	5281708
ApUFGT3	1	5281708
Nt_UGT1	0	5379033
Pt_UGT1	0	5379033
At_72B1	0	5379033
At_72E2	0	5379033
Mt_78G1	0	5379033
Fe_88J1	0	11782
Zm_15991	0	11782
Fe_72B19	0	11782
Ct_71E5	0	11782
Zm_51683	0	11782
Os_88C1	0	11782
Zm_43295	0	11782
Dc_71F5	0	11782
Rc_GT1	0	11782
Sl_GT5	0	11782
Fi_88A10	0	11782
At_71D1	0	11782
At_71C1	0	11782
Zm_62783	0	11782
Zm_85854	0	11782
Gm_88E3	0	11782
Zm_72068	0	11782
Lc_72B10	0	11782
At_71C1	0	32021
At_71C2	0	32021
At_71C3	0	32021
At_71C4	0	32021
At_71C5	0	32021
At_71B8	0	32021
At_71B6	0	32021
At_71B5	0	32021
At_71B1	0	32021
At_88A1	0	32021
At_72E2	0	32021
At_72E3	0	32021
At_72E1	0	32021
At_72D1	0	32021
At_72C1	0	32021
At_72B3	0	32021
At_73C3	0	32021
At_73C4	0	32021
At_73C5	1	32021
At_73C6	1	32021
At_73C1	1	32021
At_73C7	0	32021
At_73B2	0	32021
At_73B3	0	32021
At_73B4	1	32021
At_73B5	0	32021
At_73B1	0	32021
At_89B1	0	32021
At_89C1	0	32021
At_84A3	0	32021
At_84A2	0	32021
At_84A1	0	32021
At_84B1	0	32021
At_84B2	0	32021
At_75B1	0	32021
At_75D1	0	32021
At_74F1	0	32021
At_74B1	0	32021
At_76E5	0	32021
At_76E4	0	32021
At_76E1	0	32021
At_76E2	0	32021
At_76E12	0	32021
At_76E11	0	32021
At_76C4	0	32021
At_85A5	0	32021
At_85A4	0	32021
At_78D2	0	32021
At_78D1	0	32021
VVGT1	0	32021
At_71C1	0	107126
At_71C2	0	107126
At_71C3	0	107126
At_71C4	0	107126
At_71C5	0	107126
At_71B8	0	107126
At_71B5	0	107126
At_71B1	0	107126
At_88A1	0	107126
At_72E2	0	107126
At_72E3	0	107126
At_72E1	0	107126
At_72D1	0	107126
At_72C1	0	107126
At_72B3	0	107126
At_73C3	0	107126
At_73C4	0	107126
At_73C5	0	107126
At_73C6	0	107126
At_73C1	0	107126
At_73C7	0	107126
At_73B2	0	107126
At_73B3	0	107126
At_73B4	0	107126
At_73B5	0	107126
At_73B1	0	107126
At_89B1	0	107126
At_84A3	0	107126
At_84A4	0	107126
At_84A2	1	107126
At_84A1	1	107126
At_84B1	0	107126
At_84B2	0	107126
At_75B1	1	107126
At_75D1	0	107126
At_74F2	0	107126
At_74B1	0	107126
At_76E5	0	107126
At_76E4	0	107126
At_76E1	0	107126
At_76E2	0	107126
At_76E12	0	107126
At_76E11	0	107126
At_76C4	0	107126
At_85A5	0	107126
At_85A4	0	107126
At_78D2	0	107126
At_78D1	0	107126
VVGT1	0	107126
Nt_UGT1	0	681
Pt_UGT1	0	681
At_72B1	0	681
At_72E2	0	681
Mt_71G1	0	681
At_71C1	0	3197
At_71C2	0	3197
At_71C3	0	3197
At_71C4	0	3197
At_71C5	0	3197
At_71B8	0	3197
At_71B6	0	3197
At_71B5	0	3197
At_71B1	0	3197
At_88A1	0	3197
At_72E2	0	3197
At_72E3	0	3197
At_72E1	0	3197
At_72D1	0	3197
At_72C1	0	3197
At_72B3	0	3197
At_73C3	0	3197
At_73C4	0	3197
At_73C5	0	3197
At_73C6	0	3197
At_73C1	0	3197
At_73B2	0	3197
At_73B3	0	3197
At_73B4	0	3197
At_73B5	0	3197
At_73B1	0	3197
At_89B1	0	3197
At_89C1	0	3197
At_84A3	0	3197
At_84B1	0	3197
At_84B2	0	3197
At_75D1	0	3197
At_74F1	0	3197
At_74B1	0	3197
At_76E4	0	3197
At_76E1	0	3197
At_76E2	0	3197
At_76E12	0	3197
At_76E11	0	3197
At_85A5	0	3197
At_85A4	0	3197
At_78D2	0	3197
At_78D1	0	3197
VVGT1	0	3197
Nt_UGT1	0	5281855
Pt_UGT1	0	5281855
At_72B1	0	5281855
At_72E2	0	5281855
Mt_71G1	0	5281855
Mt_78G1	0	5281855
Nt_UGT1	0	72276
Pt_UGT1	0	72276
At_72B1	0	72276
At_72E2	0	72276
Mt_71G1	0	72276
Mt_78G1	0	72276
UGT73A17	1	107905
Nt_UGT1	0	356759
Pt_UGT1	0	356759
At_72B1	0	356759
At_72E2	0	356759
Mt_71G1	0	356759
Mt_78G1	0	356759
At_71C1	0	12560
At_71C2	0	12560
At_71C3	0	12560
At_71C4	0	12560
At_71C5	0	12560
At_71B8	0	12560
At_71B6	0	12560
At_71B5	0	12560
At_71B1	0	12560
At_88A1	0	12560
At_72E2	0	12560
At_72E3	0	12560
At_72E1	0	12560
At_72D1	0	12560
At_72C1	0	12560
At_72B3	0	12560
At_73C3	0	12560
At_73C4	0	12560
At_73C5	0	12560
At_73C6	0	12560
At_73C1	0	12560
At_73B2	0	12560
At_73B3	0	12560
At_73B4	0	12560
At_73B5	0	12560
At_73B1	0	12560
At_89B1	0	12560
At_89C1	0	12560
At_84A3	0	12560
At_84B1	0	12560
At_84B2	0	12560
At_75D1	0	12560
At_74F1	0	12560
At_74B1	0	12560
At_76E4	0	12560
At_76E1	0	12560
At_76E2	0	12560
At_76E12	0	12560
At_76E11	0	12560
At_85A5	0	12560
At_85A4	0	12560
At_78D2	0	12560
At_78D1	0	12560
VVGT1	0	12560
Nt_UGT1	0	8434
Pt_UGT1	0	8434
At_72B1	0	8434
At_72E2	0	8434
Mt_71G1	0	8434
Mt_78G1	0	8434
Nt_UGT1	0	12426239
Pt_UGT1	0	12426239
At_72B1	0	12426239
At_72E2	0	12426239
Mt_71G1	0	12426239
Mt_78G1	0	12426239
Nt_UGT1	1	3314
Pt_UGT1	0	3314
At_72B1	1	3314
At_72E2	1	3314
Mt_71G1	0	3314
Mt_78G1	0	3314
PpUGT85A2	1	3314
Nt_UGT1	0	398789
Pt_UGT1	0	398789
At_72B1	0	398789
At_72E2	0	398789
Mt_71G1	0	398789
Mt_78G1	0	398789
Nt_UGT1	0	445858
Pt_UGT1	0	445858
At_72B1	0	445858
Mt_71G1	0	445858
Mt_78G1	0	445858
At_71C1	1	5281614
At_71C2	1	5281614
At_71C3	1	5281614
At_71C4	1	5281614
At_71C5	1	5281614
At_71B8	1	5281614
At_71B6	1	5281614
At_71B5	1	5281614
At_71B1	1	5281614
At_88A1	1	5281614
At_72E2	0	5281614
At_72E3	0	5281614
At_72E1	1	5281614
At_72D1	1	5281614
At_72C1	0	5281614
At_72B3	1	5281614
At_72B1	0	5281614
At_73C3	1	5281614
At_73C4	1	5281614
At_73C5	1	5281614
At_73C6	1	5281614
At_73C1	1	5281614
At_73C7	1	5281614
At_73B2	1	5281614
At_73B3	1	5281614
At_73B4	1	5281614
At_73B5	1	5281614
At_73B1	1	5281614
At_89B1	1	5281614
At_89C1	1	5281614
At_84A3	1	5281614
At_84A4	0	5281614
At_84A2	1	5281614
At_84A1	1	5281614
At_84B1	1	5281614
At_84B2	0	5281614
At_75B1	1	5281614
At_75D1	0	5281614
At_74F1	1	5281614
At_74F2	1	5281614
At_74B1	1	5281614
At_76E5	0	5281614
At_76E4	1	5281614
At_76E1	1	5281614
At_76E2	1	5281614
At_76E12	1	5281614
At_76E11	1	5281614
At_76C4	1	5281614
At_85A5	1	5281614
At_85A4	1	5281614
At_78D2	1	5281614
At_78D1	1	5281614
VVGT1	1	5281614
UGT71G1	1	5281614
UGT78G1	1	5281614
UGT72B10	1	5281614
UGT74P1	1	5281614
UGT73A10	1	5281614
UGT74N1	1	5281614
UGT75L2	1	5281614
UGT85A20	1	5281614
UGT73Q1	1	5281614
UGT73A12	1	5281614
UGT86A5	1	5281614
UGT94E2	1	5281614
UGT84C2	1	5281614
UGT85B2	1	5281614
UGT74H5	0	5281614
UGT88C4	0	5281614
UGT74H6	0	5281614
UGT75E3	0	5281614
Fe_88J1	0	47936
Zm_15991	0	47936
Fe_72B19	0	47936
Ct_71E5	0	47936
Zm_51683	0	47936
Os_88C1	0	47936
Zm_43295	0	47936
Dc_71F5	0	47936
Rc_GT1	0	47936
Sl_GT5	0	47936
Fi_88A10	0	47936
At_71D1	0	47936
At_71C1	0	47936
Zm_62783	0	47936
Zm_85854	0	47936
Gm_88E3	0	47936
Zm_72068	0	47936
Lc_72B10	0	47936
Nt_UGT1	0	47936
Pt_UGT1	0	47936
At_72B1	0	47936
At_72E2	0	47936
Mt_71G1	0	47936
Mt_78G1	0	47936
Fe_88J1	0	143754
Zm_15991	0	143754
Fe_72B19	0	143754
Ct_71E5	0	143754
Zm_51683	0	143754
Os_88C1	0	143754
Zm_43295	0	143754
Dc_71F5	0	143754
Rc_GT1	0	143754
Sl_GT5	0	143754
Fi_88A10	0	143754
At_71D1	0	143754
At_71C1	0	143754
Zm_62783	0	143754
Zm_85854	0	143754
Gm_88E3	0	143754
Zm_72068	0	143754
Lc_72B10	0	143754
UGT85K14	1	19309
UGT74B6	0	19309
UGT712E1	0	19309
Fe_88J1	1	5280961
Zm_15991	0	5280961
Fe_72B19	0	5280961
Ct_71E5	0	5280961
Zm_51683	0	5280961
Os_88C1	0	5280961
Zm_43295	0	5280961
Dc_71F5	0	5280961
Rc_GT1	1	5280961
Sl_GT5	0	5280961
Fi_88A10	0	5280961
At_71C1	0	5280961
Zm_62783	1	5280961
Zm_85854	0	5280961
Gm_88E3	1	5280961
Zm_72068	1	5280961
Lc_72B10	0	5280961
