Accession	cas	cid	ID	Description	UGT	Polyphenol Name	Yield	enzyme
Q6VAB2	37308-75-1	6293081	11	GRMZM2G15991P01	UGT71E1	Flavokawain C	0	Sr_71E1
Q6VAB2	500-38-9	4534	11	GRMZM2G15991P01	UGT71E1	Nordihydroguaiaretic acid	26	Sr_71E1
Q6VAB2	102036-29-3	13846689	11	GRMZM2G15991P01	UGT71E1	Protosappanin B	0	Sr_71E1
Q6VAB2	108853-14-1	176096	11	GRMZM2G15991P01	UGT71E1	Dendrophenol	1	Sr_71E1
Q6VAB2	520-11-6	5317284	11	GRMZM2G15991P01	UGT71E1	6-Methoxyluteolin	24	Sr_71E1
Q6VAB2	41060-15-5	5320053	11	GRMZM2G15991P01	UGT71E1	Neobavaisoflavone	2	Sr_71E1
Q6VAB2	19879-32-4	5321775	11	GRMZM2G15991P01	UGT71E1	Bavachin	0	Sr_71E1
Q6VAB2	67979-25-3	155011	11	GRMZM2G15991P01	UGT71E1	Aurantio-obtusin	3	Sr_71E1
Q6VAB2	18085-97-7	5379096	11	GRMZM2G15991P01	UGT71E1	Jaceosidin	0	Sr_71E1
Q6VAB2	906-33-2	5280633	11	GRMZM2G15991P01	UGT71E1	Neochlorogenic acid	0	Sr_71E1
Q6VAB2	548-76-5	5464170	11	GRMZM2G15991P01	UGT71E1	Irigenin	12	Sr_71E1
Q6VAB2	27208-80-6	5281718	11	GRMZM2G15991P01	UGT71E1	Polydatin	0	Sr_71E1
D7S016	500-65-2	5320954	16	SlUGT5 (UGT72)		Rhapontigenin	98	Sl_GT5
D7S016	446-72-0	5280961	16	SlUGT5 (UGT72)		Genistein	28	Sl_GT5
D7S016	520-36-5	5280443	16	SlUGT5 (UGT72)		Apigenin	73	Sl_GT5
D7S016	491-70-3	5280445	16	SlUGT5 (UGT72)		Luteolin	85	Sl_GT5
D7S016	4773-96-0	5281647	16	SlUGT5 (UGT72)		Mangiferin	1	Sl_GT5
D7S016	3681-93-4	5280441	16	SlUGT5 (UGT72)		Vitexin	0	Sl_GT5
D7S016	1126-61-0	70775	16	SlUGT5 (UGT72)		4-Allylpyrocatechol	71	Sl_GT5
D7S016	13677-79-7	83651	16	SlUGT5 (UGT72)		2,3,4-Trihydroxybenzoic acid	0	Sl_GT5
D7S016	451-13-8	780	16	SlUGT5 (UGT72)		Homogentisic acid	100	Sl_GT5
D7S016	31721-94-5	5281343	16	SlUGT5 (UGT72)		5,7-Dihydroxychromone	19	Sl_GT5
D7S016	1983-81-9	54679630	16	SlUGT5 (UGT72)		4,7-DIHYDROXYCOUMARIN	21	Sl_GT5
D7S016	708-53-2	12820	16	SlUGT5 (UGT72)		2',3'-Dihydroxy-4'-methoxyacetophenone	50	Sl_GT5
D7S016	529-84-0	5319502	16	SlUGT5 (UGT72)		4-Methylesculetin	10	Sl_GT5
D7S016	2107-76-8	5354284	16	SlUGT5 (UGT72)		4-Methyllimetol	74	Sl_GT5
D7S016	3843-74-1	689075	16	SlUGT5 (UGT72)		Methyl caffeate acid	86	Sl_GT5
D7S016	4707-47-5	238398	16	SlUGT5 (UGT72)		Atraric acid	64	Sl_GT5
D7S016	69039-02-7	155240	16	SlUGT5 (UGT72)		Hydroxytyrosol Acetate	7	Sl_GT5
D7S016	121-79-9	4947	16	SlUGT5 (UGT72)		Propyl gallate	98	Sl_GT5
D7S016	606-12-2	220295	16	SlUGT5 (UGT72)		2,4'-Dihydroxybenzophenone	19	Sl_GT5
D7S016	531-95-3	91469	16	SlUGT5 (UGT72)		Equol	18	Sl_GT5
D7S016	33626-08-3	6255462	16	SlUGT5 (UGT72)		4'-Methoxyresveratrol	98	Sl_GT5
D7S016	86361-55-9	45382232	16	SlUGT5 (UGT72)		Gnetol	56	Sl_GT5
D7S016	842-01-3	5413034	16	SlUGT5 (UGT72)		7,8-Dihydroxy-4-phenylcoumarin	44	Sl_GT5
D7S016	7758-73-8	5398649	16	SlUGT5 (UGT72)		5,7-Dihydroxy-4-phenylcoumarin	26	Sl_GT5
D7S016	32507-66-7	5318650	16	SlUGT5 (UGT72)		Isorhapontigenin	61	Sl_GT5
D7S016	17817-31-1	5284649	16	SlUGT5 (UGT72)		6,7,4'-Trihydroxyisoflavone	42	Sl_GT5
D7S016	487-52-5	5281222	16	SlUGT5 (UGT72)		Butein	100	Sl_GT5
D7S016	20575-57-9	5280448	16	SlUGT5 (UGT72)		Calycosin	33	Sl_GT5
D7S016	480-11-5	5320315	16	SlUGT5 (UGT72)		Oroxylin A	24	Sl_GT5
D7S016	104594-70-9	5281787	16	SlUGT5 (UGT72)		Caffeic Acid Phenethyl Ester	97	Sl_GT5
D7S016	2957-21-3	73571	16	SlUGT5 (UGT72)		Sakuranetin	8	Sl_GT5
D7S016	552-58-9	440735	16	SlUGT5 (UGT72)		Eriodictyol	33	Sl_GT5
D7S016	480-20-6	122850	16	SlUGT5 (UGT72)		Aromadendrin	12	Sl_GT5
D7S016	1447-88-7	5281628	16	SlUGT5 (UGT72)		Hispidulin	54	Sl_GT5
D7S016	548-77-6	5281811	16	SlUGT5 (UGT72)		Tectorigenin	14	Sl_GT5
D7S016	37308-75-1	6293081	16	SlUGT5 (UGT72)		Flavokawain C	61	Sl_GT5
D7S016	500-38-9	4534	16	SlUGT5 (UGT72)		Nordihydroguaiaretic acid	0	Sl_GT5
D7S016	102036-29-3	13846689	16	SlUGT5 (UGT72)		Protosappanin B	0	Sl_GT5
D7S016	108853-14-1	176096	16	SlUGT5 (UGT72)		Dendrophenol	53	Sl_GT5
D7S016	520-11-6	5317284	16	SlUGT5 (UGT72)		6-Methoxyluteolin	64	Sl_GT5
D7S016	41060-15-5	5320053	16	SlUGT5 (UGT72)		Neobavaisoflavone	74	Sl_GT5
D7S016	19879-32-4	5321775	16	SlUGT5 (UGT72)		Bavachin	62	Sl_GT5
D7S016	67979-25-3	155011	16	SlUGT5 (UGT72)		Aurantio-obtusin	14	Sl_GT5
D7S016	18085-97-7	5379096	16	SlUGT5 (UGT72)		Jaceosidin	84	Sl_GT5
D7S016	906-33-2	5280633	16	SlUGT5 (UGT72)		Neochlorogenic acid	0	Sl_GT5
D7S016	548-76-5	5464170	16	SlUGT5 (UGT72)		Irigenin	27	Sl_GT5
D7S016	27208-80-6	5281718	16	SlUGT5 (UGT72)		Polydatin	11	Sl_GT5
Q4R1I9	500-65-2	5320954	17	RHGt1		Rhapontigenin	98	Rc_GT1
Q4R1I9	446-72-0	5280961	17	RHGt1		Genistein	70	Rc_GT1
Q4R1I9	520-36-5	5280443	17	RHGt1		Apigenin	94	Rc_GT1
Q4R1I9	491-70-3	5280445	17	RHGt1		Luteolin	94	Rc_GT1
Q4R1I9	4773-96-0	5281647	17	RHGt1		Mangiferin	1	Rc_GT1
Q4R1I9	3681-93-4	5280441	17	RHGt1		Vitexin	0	Rc_GT1
Q4R1I9	1126-61-0	70775	17	RHGt1		4-Allylpyrocatechol	92	Rc_GT1
Q4R1I9	13677-79-7	83651	17	RHGt1		2,3,4-Trihydroxybenzoic acid	0	Rc_GT1
Q4R1I9	451-13-8	780	17	RHGt1		Homogentisic acid	0	Rc_GT1
Q4R1I9	31721-94-5	5281343	17	RHGt1		5,7-Dihydroxychromone	54	Rc_GT1
Q4R1I9	1983-81-9	54679630	17	RHGt1		4,7-DIHYDROXYCOUMARIN	85	Rc_GT1
Q4R1I9	708-53-2	12820	17	RHGt1		2',3'-Dihydroxy-4'-methoxyacetophenone	43	Rc_GT1
Q4R1I9	529-84-0	5319502	17	RHGt1		4-Methylesculetin	86	Rc_GT1
Q4R1I9	2107-76-8	5354284	17	RHGt1		4-Methyllimetol	88	Rc_GT1
Q4R1I9	3843-74-1	689075	17	RHGt1		Methyl caffeate acid	97	Rc_GT1
Q4R1I9	4707-47-5	238398	17	RHGt1		Atraric acid	52	Rc_GT1
Q4R1I9	69039-02-7	155240	17	RHGt1		Hydroxytyrosol Acetate	97	Rc_GT1
Q4R1I9	121-79-9	4947	17	RHGt1		Propyl gallate	98	Rc_GT1
Q4R1I9	606-12-2	220295	17	RHGt1		2,4'-Dihydroxybenzophenone	12	Rc_GT1
Q4R1I9	531-95-3	91469	17	RHGt1		Equol	30	Rc_GT1
Q4R1I9	33626-08-3	6255462	17	RHGt1		4'-Methoxyresveratrol	100	Rc_GT1
Q4R1I9	86361-55-9	45382232	17	RHGt1		Gnetol	62	Rc_GT1
Q4R1I9	842-01-3	5413034	17	RHGt1		7,8-Dihydroxy-4-phenylcoumarin	56	Rc_GT1
Q4R1I9	7758-73-8	5398649	17	RHGt1		5,7-Dihydroxy-4-phenylcoumarin	96	Rc_GT1
Q4R1I9	32507-66-7	5318650	17	RHGt1		Isorhapontigenin	97	Rc_GT1
Q4R1I9	17817-31-1	5284649	17	RHGt1		6,7,4'-Trihydroxyisoflavone	81	Rc_GT1
Q4R1I9	487-52-5	5281222	17	RHGt1		Butein	100	Rc_GT1
Q4R1I9	20575-57-9	5280448	17	RHGt1		Calycosin	51	Rc_GT1
Q4R1I9	480-11-5	5320315	17	RHGt1		Oroxylin A	60	Rc_GT1
Q4R1I9	104594-70-9	5281787	17	RHGt1		Caffeic Acid Phenethyl Ester	92	Rc_GT1
Q4R1I9	2957-21-3	73571	17	RHGt1		Sakuranetin	28	Rc_GT1
Q4R1I9	552-58-9	440735	17	RHGt1		Eriodictyol	35	Rc_GT1
Q4R1I9	480-20-6	122850	17	RHGt1		Aromadendrin	5	Rc_GT1
Q4R1I9	1447-88-7	5281628	17	RHGt1		Hispidulin	84	Rc_GT1
Q4R1I9	548-77-6	5281811	17	RHGt1		Tectorigenin	45	Rc_GT1
Q4R1I9	37308-75-1	6293081	17	RHGt1		Flavokawain C	67	Rc_GT1
Q4R1I9	500-38-9	4534	17	RHGt1		Nordihydroguaiaretic acid	30	Rc_GT1
Q4R1I9	102036-29-3	13846689	17	RHGt1		Protosappanin B	0	Rc_GT1
Q4R1I9	108853-14-1	176096	17	RHGt1		Dendrophenol	90	Rc_GT1
Q4R1I9	520-11-6	5317284	17	RHGt1		6-Methoxyluteolin	77	Rc_GT1
Q4R1I9	41060-15-5	5320053	17	RHGt1		Neobavaisoflavone	91	Rc_GT1
Q4R1I9	19879-32-4	5321775	17	RHGt1		Bavachin	60	Rc_GT1
Q4R1I9	67979-25-3	155011	17	RHGt1		Aurantio-obtusin	29	Rc_GT1
Q4R1I9	18085-97-7	5379096	17	RHGt1		Jaceosidin	71	Rc_GT1
Q4R1I9	906-33-2	5280633	17	RHGt1		Neochlorogenic acid	0	Rc_GT1
Q4R1I9	548-76-5	5464170	17	RHGt1		Irigenin	61	Rc_GT1
Q4R1I9	27208-80-6	5281718	17	RHGt1		Polydatin	23	Rc_GT1
Q8LJ11	500-65-2	5320954	19	UGT88C1		Rhapontigenin	71	Os_88C1
Q8LJ11	446-72-0	5280961	19	UGT88C1		Genistein	3	Os_88C1
Q8LJ11	520-36-5	5280443	19	UGT88C1		Apigenin	0	Os_88C1
Q8LJ11	491-70-3	5280445	19	UGT88C1		Luteolin	43	Os_88C1
Q8LJ11	4773-96-0	5281647	19	UGT88C1		Mangiferin	0	Os_88C1
Q8LJ11	3681-93-4	5280441	19	UGT88C1		Vitexin	0	Os_88C1
Q8LJ11	1126-61-0	70775	19	UGT88C1		4-Allylpyrocatechol	84	Os_88C1
Q8LJ11	13677-79-7	83651	19	UGT88C1		2,3,4-Trihydroxybenzoic acid	0	Os_88C1
Q8LJ11	451-13-8	780	19	UGT88C1		Homogentisic acid	0	Os_88C1
Q8LJ11	31721-94-5	5281343	19	UGT88C1		5,7-Dihydroxychromone	54	Os_88C1
Q8LJ11	1983-81-9	54679630	19	UGT88C1		4,7-DIHYDROXYCOUMARIN	0	Os_88C1
Q8LJ11	708-53-2	12820	19	UGT88C1		2',3'-Dihydroxy-4'-methoxyacetophenone	16	Os_88C1
Q8LJ11	529-84-0	5319502	19	UGT88C1		4-Methylesculetin	97	Os_88C1
Q8LJ11	2107-76-8	5354284	19	UGT88C1		4-Methyllimetol	95	Os_88C1
Q8LJ11	3843-74-1	689075	19	UGT88C1		Methyl caffeate acid	98	Os_88C1
Q8LJ11	4707-47-5	238398	19	UGT88C1		Atraric acid	45	Os_88C1
Q8LJ11	69039-02-7	155240	19	UGT88C1		Hydroxytyrosol Acetate	100	Os_88C1
Q8LJ11	121-79-9	4947	19	UGT88C1		Propyl gallate	99	Os_88C1
Q8LJ11	606-12-2	220295	19	UGT88C1		2,4'-Dihydroxybenzophenone	6	Os_88C1
Q8LJ11	531-95-3	91469	19	UGT88C1		Equol	0	Os_88C1
Q8LJ11	33626-08-3	6255462	19	UGT88C1		4'-Methoxyresveratrol	55	Os_88C1
Q8LJ11	86361-55-9	45382232	19	UGT88C1		Gnetol	7	Os_88C1
Q8LJ11	842-01-3	5413034	19	UGT88C1		7,8-Dihydroxy-4-phenylcoumarin	76	Os_88C1
Q8LJ11	7758-73-8	5398649	19	UGT88C1		5,7-Dihydroxy-4-phenylcoumarin	82	Os_88C1
Q8LJ11	32507-66-7	5318650	19	UGT88C1		Isorhapontigenin	51	Os_88C1
Q8LJ11	17817-31-1	5284649	19	UGT88C1		6,7,4'-Trihydroxyisoflavone	26	Os_88C1
Q8LJ11	487-52-5	5281222	19	UGT88C1		Butein	45	Os_88C1
Q8LJ11	20575-57-9	5280448	19	UGT88C1		Calycosin	0	Os_88C1
Q8LJ11	480-11-5	5320315	19	UGT88C1		Oroxylin A	3	Os_88C1
Q8LJ11	104594-70-9	5281787	19	UGT88C1		Caffeic Acid Phenethyl Ester	77	Os_88C1
Q8LJ11	2957-21-3	73571	19	UGT88C1		Sakuranetin	0	Os_88C1
Q8LJ11	552-58-9	440735	19	UGT88C1		Eriodictyol	8	Os_88C1
Q8LJ11	480-20-6	122850	19	UGT88C1		Aromadendrin	0	Os_88C1
Q8LJ11	1447-88-7	5281628	19	UGT88C1		Hispidulin	0	Os_88C1
Q8LJ11	548-77-6	5281811	19	UGT88C1		Tectorigenin	0	Os_88C1
Q8LJ11	37308-75-1	6293081	19	UGT88C1		Flavokawain C	0	Os_88C1
Q8LJ11	500-38-9	4534	19	UGT88C1		Nordihydroguaiaretic acid	0	Os_88C1
Q8LJ11	102036-29-3	13846689	19	UGT88C1		Protosappanin B	0	Os_88C1
Q8LJ11	108853-14-1	176096	19	UGT88C1		Dendrophenol	0	Os_88C1
Q8LJ11	520-11-6	5317284	19	UGT88C1		6-Methoxyluteolin	16	Os_88C1
Q8LJ11	41060-15-5	5320053	19	UGT88C1		Neobavaisoflavone	0	Os_88C1
Q8LJ11	19879-32-4	5321775	19	UGT88C1		Bavachin	0	Os_88C1
Q8LJ11	67979-25-3	155011	19	UGT88C1		Aurantio-obtusin	1	Os_88C1
Q8LJ11	18085-97-7	5379096	19	UGT88C1		Jaceosidin	3	Os_88C1
Q8LJ11	906-33-2	5280633	19	UGT88C1		Neochlorogenic acid	0	Os_88C1
Q8LJ11	548-76-5	5464170	19	UGT88C1		Irigenin	0	Os_88C1
Q8LJ11	27208-80-6	5281718	19	UGT88C1		Polydatin	0	Os_88C1
B6EWZ3	500-65-2	5320954	36	UGT72B10	UGT72B10	Rhapontigenin	97	Lc_72B10
B6EWZ3	446-72-0	5280961	36	UGT72B10	UGT72B10	Genistein	23	Lc_72B10
B6EWZ3	520-36-5	5280443	36	UGT72B10	UGT72B10	Apigenin	55	Lc_72B10
B6EWZ3	491-70-3	5280445	36	UGT72B10	UGT72B10	Luteolin	59	Lc_72B10
B6EWZ3	4773-96-0	5281647	36	UGT72B10	UGT72B10	Mangiferin	1	Lc_72B10
B6EWZ3	3681-93-4	5280441	36	UGT72B10	UGT72B10	Vitexin	0	Lc_72B10
B6EWZ3	1126-61-0	70775	36	UGT72B10	UGT72B10	4-Allylpyrocatechol	73	Lc_72B10
B6EWZ3	13677-79-7	83651	36	UGT72B10	UGT72B10	2,3,4-Trihydroxybenzoic acid	0	Lc_72B10
B6EWZ3	451-13-8	780	36	UGT72B10	UGT72B10	Homogentisic acid	1	Lc_72B10
B6EWZ3	31721-94-5	5281343	36	UGT72B10	UGT72B10	5,7-Dihydroxychromone	24	Lc_72B10
B6EWZ3	1983-81-9	54679630	36	UGT72B10	UGT72B10	4,7-DIHYDROXYCOUMARIN	1	Lc_72B10
B6EWZ3	708-53-2	12820	36	UGT72B10	UGT72B10	2',3'-Dihydroxy-4'-methoxyacetophenone	50	Lc_72B10
B6EWZ3	529-84-0	5319502	36	UGT72B10	UGT72B10	4-Methylesculetin	73	Lc_72B10
B6EWZ3	2107-76-8	5354284	36	UGT72B10	UGT72B10	4-Methyllimetol	16	Lc_72B10
B6EWZ3	3843-74-1	689075	36	UGT72B10	UGT72B10	Methyl caffeate acid	29	Lc_72B10
B6EWZ3	4707-47-5	238398	36	UGT72B10	UGT72B10	Atraric acid	51	Lc_72B10
B6EWZ3	69039-02-7	155240	36	UGT72B10	UGT72B10	Hydroxytyrosol Acetate	9	Lc_72B10
B6EWZ3	121-79-9	4947	36	UGT72B10	UGT72B10	Propyl gallate	71	Lc_72B10
B6EWZ3	606-12-2	220295	36	UGT72B10	UGT72B10	2,4'-Dihydroxybenzophenone	17	Lc_72B10
B6EWZ3	531-95-3	91469	36	UGT72B10	UGT72B10	Equol	10	Lc_72B10
B6EWZ3	33626-08-3	6255462	36	UGT72B10	UGT72B10	4'-Methoxyresveratrol	99	Lc_72B10
B6EWZ3	86361-55-9	45382232	36	UGT72B10	UGT72B10	Gnetol	92	Lc_72B10
B6EWZ3	842-01-3	5413034	36	UGT72B10	UGT72B10	7,8-Dihydroxy-4-phenylcoumarin	15	Lc_72B10
B6EWZ3	7758-73-8	5398649	36	UGT72B10	UGT72B10	5,7-Dihydroxy-4-phenylcoumarin	6	Lc_72B10
B6EWZ3	32507-66-7	5318650	36	UGT72B10	UGT72B10	Isorhapontigenin	63	Lc_72B10
B6EWZ3	17817-31-1	5284649	36	UGT72B10	UGT72B10	6,7,4'-Trihydroxyisoflavone	25	Lc_72B10
B6EWZ3	487-52-5	5281222	36	UGT72B10	UGT72B10	Butein	52	Lc_72B10
B6EWZ3	20575-57-9	5280448	36	UGT72B10	UGT72B10	Calycosin	17	Lc_72B10
B6EWZ3	480-11-5	5320315	36	UGT72B10	UGT72B10	Oroxylin A	27	Lc_72B10
B6EWZ3	104594-70-9	5281787	36	UGT72B10	UGT72B10	Caffeic Acid Phenethyl Ester	81	Lc_72B10
B6EWZ3	2957-21-3	73571	36	UGT72B10	UGT72B10	Sakuranetin	0	Lc_72B10
B6EWZ3	552-58-9	440735	36	UGT72B10	UGT72B10	Eriodictyol	4	Lc_72B10
B6EWZ3	480-20-6	122850	36	UGT72B10	UGT72B10	Aromadendrin	0	Lc_72B10
B6EWZ3	1447-88-7	5281628	36	UGT72B10	UGT72B10	Hispidulin	90	Lc_72B10
B6EWZ3	548-77-6	5281811	36	UGT72B10	UGT72B10	Tectorigenin	23	Lc_72B10
B6EWZ3	37308-75-1	6293081	36	UGT72B10	UGT72B10	Flavokawain C	72	Lc_72B10
B6EWZ3	500-38-9	4534	36	UGT72B10	UGT72B10	Nordihydroguaiaretic acid	13	Lc_72B10
B6EWZ3	102036-29-3	13846689	36	UGT72B10	UGT72B10	Protosappanin B	0	Lc_72B10
B6EWZ3	108853-14-1	176096	36	UGT72B10	UGT72B10	Dendrophenol	22	Lc_72B10
B6EWZ3	520-11-6	5317284	36	UGT72B10	UGT72B10	6-Methoxyluteolin	54	Lc_72B10
B6EWZ3	41060-15-5	5320053	36	UGT72B10	UGT72B10	Neobavaisoflavone	64	Lc_72B10
B6EWZ3	19879-32-4	5321775	36	UGT72B10	UGT72B10	Bavachin	8	Lc_72B10
B6EWZ3	67979-25-3	155011	36	UGT72B10	UGT72B10	Aurantio-obtusin	6	Lc_72B10
B6EWZ3	18085-97-7	5379096	36	UGT72B10	UGT72B10	Jaceosidin	62	Lc_72B10
B6EWZ3	906-33-2	5280633	36	UGT72B10	UGT72B10	Neochlorogenic acid	0	Lc_72B10
B6EWZ3	548-76-5	5464170	36	UGT72B10	UGT72B10	Irigenin	25	Lc_72B10
B6EWZ3	27208-80-6	5281718	36	UGT72B10	UGT72B10	Polydatin	0	Lc_72B10
A6BM07	500-65-2	5320954	38	UGT88E3	UGT88E3	Rhapontigenin	93	Gm_88E3
A6BM07	446-72-0	5280961	38	UGT88E3	UGT88E3	Genistein	79	Gm_88E3
A6BM07	520-36-5	5280443	38	UGT88E3	UGT88E3	Apigenin	98	Gm_88E3
A6BM07	491-70-3	5280445	38	UGT88E3	UGT88E3	Luteolin	98	Gm_88E3
A6BM07	4773-96-0	5281647	38	UGT88E3	UGT88E3	Mangiferin	0	Gm_88E3
A6BM07	3681-93-4	5280441	38	UGT88E3	UGT88E3	Vitexin	9	Gm_88E3
A6BM07	1126-61-0	70775	38	UGT88E3	UGT88E3	4-Allylpyrocatechol	2	Gm_88E3
A6BM07	13677-79-7	83651	38	UGT88E3	UGT88E3	2,3,4-Trihydroxybenzoic acid	0	Gm_88E3
A6BM07	451-13-8	780	38	UGT88E3	UGT88E3	Homogentisic acid	0	Gm_88E3
A6BM07	31721-94-5	5281343	38	UGT88E3	UGT88E3	5,7-Dihydroxychromone	57	Gm_88E3
A6BM07	1983-81-9	54679630	38	UGT88E3	UGT88E3	4,7-DIHYDROXYCOUMARIN	37	Gm_88E3
A6BM07	708-53-2	12820	38	UGT88E3	UGT88E3	2',3'-Dihydroxy-4'-methoxyacetophenone	0	Gm_88E3
A6BM07	529-84-0	5319502	38	UGT88E3	UGT88E3	4-Methylesculetin	56	Gm_88E3
A6BM07	2107-76-8	5354284	38	UGT88E3	UGT88E3	4-Methyllimetol	95	Gm_88E3
A6BM07	3843-74-1	689075	38	UGT88E3	UGT88E3	Methyl caffeate acid	96	Gm_88E3
A6BM07	4707-47-5	238398	38	UGT88E3	UGT88E3	Atraric acid	66	Gm_88E3
A6BM07	69039-02-7	155240	38	UGT88E3	UGT88E3	Hydroxytyrosol Acetate	9	Gm_88E3
A6BM07	121-79-9	4947	38	UGT88E3	UGT88E3	Propyl gallate	24	Gm_88E3
A6BM07	606-12-2	220295	38	UGT88E3	UGT88E3	2,4'-Dihydroxybenzophenone	74	Gm_88E3
A6BM07	531-95-3	91469	38	UGT88E3	UGT88E3	Equol	95	Gm_88E3
A6BM07	33626-08-3	6255462	38	UGT88E3	UGT88E3	4'-Methoxyresveratrol	99	Gm_88E3
A6BM07	86361-55-9	45382232	38	UGT88E3	UGT88E3	Gnetol	97	Gm_88E3
A6BM07	842-01-3	5413034	38	UGT88E3	UGT88E3	7,8-Dihydroxy-4-phenylcoumarin	92	Gm_88E3
A6BM07	7758-73-8	5398649	38	UGT88E3	UGT88E3	5,7-Dihydroxy-4-phenylcoumarin	61	Gm_88E3
A6BM07	32507-66-7	5318650	38	UGT88E3	UGT88E3	Isorhapontigenin	94	Gm_88E3
A6BM07	17817-31-1	5284649	38	UGT88E3	UGT88E3	6,7,4'-Trihydroxyisoflavone	80	Gm_88E3
A6BM07	487-52-5	5281222	38	UGT88E3	UGT88E3	Butein	98	Gm_88E3
A6BM07	20575-57-9	5280448	38	UGT88E3	UGT88E3	Calycosin	76	Gm_88E3
A6BM07	480-11-5	5320315	38	UGT88E3	UGT88E3	Oroxylin A	67	Gm_88E3
A6BM07	104594-70-9	5281787	38	UGT88E3	UGT88E3	Caffeic Acid Phenethyl Ester	93	Gm_88E3
A6BM07	2957-21-3	73571	38	UGT88E3	UGT88E3	Sakuranetin	71	Gm_88E3
A6BM07	552-58-9	440735	38	UGT88E3	UGT88E3	Eriodictyol	84	Gm_88E3
A6BM07	480-20-6	122850	38	UGT88E3	UGT88E3	Aromadendrin	67	Gm_88E3
A6BM07	1447-88-7	5281628	38	UGT88E3	UGT88E3	Hispidulin	100	Gm_88E3
A6BM07	548-77-6	5281811	38	UGT88E3	UGT88E3	Tectorigenin	95	Gm_88E3
A6BM07	37308-75-1	6293081	38	UGT88E3	UGT88E3	Flavokawain C	81	Gm_88E3
A6BM07	500-38-9	4534	38	UGT88E3	UGT88E3	Nordihydroguaiaretic acid	69	Gm_88E3
A6BM07	102036-29-3	13846689	38	UGT88E3	UGT88E3	Protosappanin B	7	Gm_88E3
A6BM07	108853-14-1	176096	38	UGT88E3	UGT88E3	Dendrophenol	2	Gm_88E3
A6BM07	520-11-6	5317284	38	UGT88E3	UGT88E3	6-Methoxyluteolin	93	Gm_88E3
A6BM07	41060-15-5	5320053	38	UGT88E3	UGT88E3	Neobavaisoflavone	94	Gm_88E3
A6BM07	19879-32-4	5321775	38	UGT88E3	UGT88E3	Bavachin	100	Gm_88E3
A6BM07	67979-25-3	155011	38	UGT88E3	UGT88E3	Aurantio-obtusin	28	Gm_88E3
A6BM07	18085-97-7	5379096	38	UGT88E3	UGT88E3	Jaceosidin	93	Gm_88E3
A6BM07	906-33-2	5280633	38	UGT88E3	UGT88E3	Neochlorogenic acid	0	Gm_88E3
A6BM07	548-76-5	5464170	38	UGT88E3	UGT88E3	Irigenin	64	Gm_88E3
A6BM07	27208-80-6	5281718	38	UGT88E3	UGT88E3	Polydatin	13	Gm_88E3
D2KY82	500-65-2	5320954	41	UGT88A10	UGT88A10	Rhapontigenin	98	Fi_88A10
D2KY82	446-72-0	5280961	41	UGT88A10	UGT88A10	Genistein	77	Fi_88A10
D2KY82	520-36-5	5280443	41	UGT88A10	UGT88A10	Apigenin	77	Fi_88A10
D2KY82	491-70-3	5280445	41	UGT88A10	UGT88A10	Luteolin	97	Fi_88A10
D2KY82	4773-96-0	5281647	41	UGT88A10	UGT88A10	Mangiferin	0	Fi_88A10
D2KY82	3681-93-4	5280441	41	UGT88A10	UGT88A10	Vitexin	0	Fi_88A10
D2KY82	1126-61-0	70775	41	UGT88A10	UGT88A10	4-Allylpyrocatechol	100	Fi_88A10
D2KY82	13677-79-7	83651	41	UGT88A10	UGT88A10	2,3,4-Trihydroxybenzoic acid	0	Fi_88A10
D2KY82	451-13-8	780	41	UGT88A10	UGT88A10	Homogentisic acid	0	Fi_88A10
D2KY82	31721-94-5	5281343	41	UGT88A10	UGT88A10	5,7-Dihydroxychromone	56	Fi_88A10
D2KY82	1983-81-9	54679630	41	UGT88A10	UGT88A10	4,7-DIHYDROXYCOUMARIN	9	Fi_88A10
D2KY82	708-53-2	12820	41	UGT88A10	UGT88A10	2',3'-Dihydroxy-4'-methoxyacetophenone	74	Fi_88A10
D2KY82	529-84-0	5319502	41	UGT88A10	UGT88A10	4-Methylesculetin	95	Fi_88A10
D2KY82	2107-76-8	5354284	41	UGT88A10	UGT88A10	4-Methyllimetol	98	Fi_88A10
D2KY82	3843-74-1	689075	41	UGT88A10	UGT88A10	Methyl caffeate acid	98	Fi_88A10
D2KY82	4707-47-5	238398	41	UGT88A10	UGT88A10	Atraric acid	0	Fi_88A10
D2KY82	69039-02-7	155240	41	UGT88A10	UGT88A10	Hydroxytyrosol Acetate	0	Fi_88A10
D2KY82	121-79-9	4947	41	UGT88A10	UGT88A10	Propyl gallate	100	Fi_88A10
D2KY82	606-12-2	220295	41	UGT88A10	UGT88A10	2,4'-Dihydroxybenzophenone	0	Fi_88A10
D2KY82	531-95-3	91469	41	UGT88A10	UGT88A10	Equol	3	Fi_88A10
D2KY82	33626-08-3	6255462	41	UGT88A10	UGT88A10	4'-Methoxyresveratrol	99	Fi_88A10
D2KY82	86361-55-9	45382232	41	UGT88A10	UGT88A10	Gnetol	53	Fi_88A10
D2KY82	842-01-3	5413034	41	UGT88A10	UGT88A10	7,8-Dihydroxy-4-phenylcoumarin	78	Fi_88A10
D2KY82	7758-73-8	5398649	41	UGT88A10	UGT88A10	5,7-Dihydroxy-4-phenylcoumarin	94	Fi_88A10
