enzyme	rate	source	reaction	cid	acceptor
At_73C1		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73C7		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73B2		GT-Predict	0.5	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73B3		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73B4		GT-Predict	1	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73B5		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_73B1		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_89B1		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_89C1		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_84A3		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_84A4		GT-Predict	1	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_84A2		GT-Predict	1	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_84A1		GT-Predict	1	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_84B1		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_84B2		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_75B1		GT-Predict	1	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_75D1		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_74F1		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_74F2		GT-Predict	1	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_74B1		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76E5		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76E4		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76E1		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76E2		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76E12		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76E11		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_76C4		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_85A5		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_85A4		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_78D2		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_78D1		GT-Predict	0	5337757	7-Hydroxycoumarin-3-carboxylic acid
VVGT1		GT-Predict	0.5	5337757	7-Hydroxycoumarin-3-carboxylic acid
OleD		GT-Predict extensions	1	5337757	7-Hydroxycoumarin-3-carboxylic acid
At_71C1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_71C2		GT-Predict	0.5	5338490	7-Hydroxycoumarin-4-acetic acid
At_71C3		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_71C4		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_71C5		GT-Predict	0.5	5338490	7-Hydroxycoumarin-4-acetic acid
At_71B8		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_71B6		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_71B5		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_71B1		GT-Predict	1	5338490	7-Hydroxycoumarin-4-acetic acid
At_88A1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_72E2		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_72E3		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_72E1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_72D1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_72C1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_72B3		GT-Predict	1	5338490	7-Hydroxycoumarin-4-acetic acid
At_73C3		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_73C4		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_73C5		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_73C6		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_73C1		GT-Predict	1	5338490	7-Hydroxycoumarin-4-acetic acid
At_73C7		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_73B2		GT-Predict	0.5	5338490	7-Hydroxycoumarin-4-acetic acid
At_73B3		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_73B4		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_73B5		GT-Predict	1	5338490	7-Hydroxycoumarin-4-acetic acid
At_73B1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_89B1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_89C1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_84A3		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_84A4		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_84A2		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_84A1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_84B1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_84B2		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_75B1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_75D1		GT-Predict	0.5	5338490	7-Hydroxycoumarin-4-acetic acid
At_74F1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_74F2		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_74B1		GT-Predict	0.5	5338490	7-Hydroxycoumarin-4-acetic acid
At_76E5		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_76E4		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_76E1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_76E2		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_76E12		GT-Predict	1	5338490	7-Hydroxycoumarin-4-acetic acid
At_76E11		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_76C4		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_85A5		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_85A4		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_78D2		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
At_78D1		GT-Predict	0	5338490	7-Hydroxycoumarin-4-acetic acid
VVGT1		GT-Predict	0.5	5338490	7-Hydroxycoumarin-4-acetic acid
OleD		GT-Predict extensions	1	5338490	7-Hydroxycoumarin-4-acetic acid
Nt_UGT1	-0.000748709	pTMH	0	5280896	Abscisic acid
Pt_UGT1	0.000615045	pTMH	0	5280896	Abscisic acid
At_72B1	-0.001208135	pTMH	0	5280896	Abscisic acid
At_72E2	-0.003484676	pTMH	0	5280896	Abscisic acid
Mt_71G1	6.96e-05	pTMH	0	5280896	Abscisic acid
Mt_78G1	0.000689795	pTMH	0	5280896	Abscisic acid
Fe_88J1	0.000901370576219076	HTS_UGT	0	5280896	Abscisic acid
Zm_15991	0.0020726606463708	HTS_UGT	0	5280896	Abscisic acid
Fe_72B19	0.000331606659721369	HTS_UGT	0	5280896	Abscisic acid
Ct_71E5	0.000856732452735219	HTS_UGT	0	5280896	Abscisic acid
Zm_51683	0.00114752401256817	HTS_UGT	0	5280896	Abscisic acid
Os_88C1	0.00218371468983885	HTS_UGT	0	5280896	Abscisic acid
Zm_43295	0.00140126317921478	HTS_UGT	0	5280896	Abscisic acid
Dc_71F5	-2.0529635637455e-05	HTS_UGT	0	5280896	Abscisic acid
Rc_GT1	0.00378439107820552	HTS_UGT	0	5280896	Abscisic acid
Sl_GT5	0.00118709970104636	HTS_UGT	0	5280896	Abscisic acid
Fi_88A10	0.000515317347543313	HTS_UGT	0	5280896	Abscisic acid
At_71D1	0.00120811187258098	HTS_UGT	0	5280896	Abscisic acid
At_71C1	0.00130198031727675	HTS_UGT	0	5280896	Abscisic acid
Zm_62783	0.00357738357865176	HTS_UGT	0	5280896	Abscisic acid
Zm_85854	-0.000145804903114551	HTS_UGT	0	5280896	Abscisic acid
Gm_88E3	-0.0019060376528072	HTS_UGT	0	5280896	Abscisic acid
Zm_72068	0.00413543150823559	HTS_UGT	0	5280896	Abscisic acid
Lc_72B10	0.00316022297867013	HTS_UGT	0	5280896	Abscisic acid
ApUFGT1		https://doi.org/10.1098/rsos.190150	1	5280442	Acacetin
ApUFGT2		https://doi.org/10.1098/rsos.190150	0	5280442	Acacetin
ApUFGT3		https://doi.org/10.1098/rsos.190150	0	5280442	Acacetin
Fe_88J1	0.00151407667365025	HTS_UGT	0	5318517	Andrographolide
Zm_15991	0.00249799351750808	HTS_UGT	0	5318517	Andrographolide
Fe_72B19	-0.000727107114555752	HTS_UGT	0	5318517	Andrographolide
Ct_71E5	0.00024950633837515	HTS_UGT	0	5318517	Andrographolide
Zm_51683	0.000824659714556658	HTS_UGT	0	5318517	Andrographolide
Os_88C1	0.00140053489355156	HTS_UGT	0	5318517	Andrographolide
Zm_43295	0.000406015169077182	HTS_UGT	0	5318517	Andrographolide
Dc_71F5	-0.00237474851236358	HTS_UGT	0	5318517	Andrographolide
Rc_GT1	0.0029530113361016	HTS_UGT	0	5318517	Andrographolide
Sl_GT5	0.0018084722008127	HTS_UGT	0	5318517	Andrographolide
Fi_88A10	-0.000894887091924159	HTS_UGT	0	5318517	Andrographolide
At_71D1	0.000509654519548449	HTS_UGT	0	5318517	Andrographolide
At_71C1	0.00120013489001593	HTS_UGT	0	5318517	Andrographolide
Zm_62783	0.00367447390276584	HTS_UGT	0	5318517	Andrographolide
Zm_85854	0.000692501815543381	HTS_UGT	0	5318517	Andrographolide
Gm_88E3	-0.000204197571598037	HTS_UGT	0	5318517	Andrographolide
Zm_72068	0.00362627560247301	HTS_UGT	0	5318517	Andrographolide
Lc_72B10	0.00203344857288997	HTS_UGT	0	5318517	Andrographolide
Nt_UGT1	-0.001456307	pTMH	0	5318517	Andrographolide
Pt_UGT1	0.000212208	pTMH	0	5318517	Andrographolide
At_72B1	-0.002964898	pTMH	0	5318517	Andrographolide
At_72E2	-0.003873545	pTMH	0	5318517	Andrographolide
Mt_71G1	-0.001921073	pTMH	0	5318517	Andrographolide
Mt_78G1	-0.002506592	pTMH	0	5318517	Andrographolide
ApUFGT1		https://doi.org/10.1098/rsos.190150	1	5280443	Apigenin
ApUFGT2		https://doi.org/10.1098/rsos.190150	1	5280443	Apigenin
ApUFGT3		https://doi.org/10.1098/rsos.190150	1	5280443	Apigenin
UGT73A17	0.0023	https://doi.org/10.1371/journal.pone.0207212	1	5280443	Apigenin
Nt_UGT1	-0.004248409	pTMH	0	64981	Arctigenin
Pt_UGT1	-0.002638246	pTMH	0	64981	Arctigenin
At_72B1	-0.002983861	pTMH	0	64981	Arctigenin
At_72E2	-0.004743816	pTMH	0	64981	Arctigenin
Mt_71G1	-0.002536434	pTMH	0	64981	Arctigenin
Mt_78G1	-0.002123879	pTMH	0	64981	Arctigenin
TwUGT2		https://doi.org/10.1080/10286020.2019.1642330	0	64981	Arctigenin
Nt_UGT1	-0.003466894	pTMH	0	10922465	Artemisinic acid
Pt_UGT1	-0.00095365	pTMH	0	10922465	Artemisinic acid
At_72B1	-0.003041094	pTMH	0	10922465	Artemisinic acid
At_72E2	-0.004524305	pTMH	0	10922465	Artemisinic acid
Mt_71G1	-0.002334461	pTMH	0	10922465	Artemisinic acid
Mt_78G1	-0.00401237	pTMH	0	10922465	Artemisinic acid
Nt_UGT1	0.001354613	pTMH	0	174174	Atropine
Pt_UGT1	0.001521812	pTMH	0	174174	Atropine
At_72B1	-0.010172213	pTMH	0	174174	Atropine
At_72E2	0.00210222	pTMH	0	174174	Atropine
Mt_71G1	-0.003914172	pTMH	0	174174	Atropine
Mt_78G1	0.000483416	pTMH	0	174174	Atropine
At_71C1		GT-Predict	0	5281605	Baicalein
At_71C2		GT-Predict	0	5281605	Baicalein
At_71C3		GT-Predict	1	5281605	Baicalein
At_71C4		GT-Predict	0.5	5281605	Baicalein
At_71C5		GT-Predict	0.5	5281605	Baicalein
At_71B8		GT-Predict	1	5281605	Baicalein
At_71B6		GT-Predict	1	5281605	Baicalein
At_71B5		GT-Predict	1	5281605	Baicalein
At_71B1		GT-Predict	1	5281605	Baicalein
At_88A1		GT-Predict	1	5281605	Baicalein
At_72E2		GT-Predict	0	5281605	Baicalein
At_72E3		GT-Predict	0	5281605	Baicalein
At_72E1		GT-Predict	0	5281605	Baicalein
At_72D1		GT-Predict	0	5281605	Baicalein
At_72C1		GT-Predict	0	5281605	Baicalein
At_72B3		GT-Predict	0	5281605	Baicalein
At_72B1		GT-Predict	0	5281605	Baicalein
At_73C3		GT-Predict	1	5281605	Baicalein
At_73C4		GT-Predict	0	5281605	Baicalein
At_73C5		GT-Predict	1	5281605	Baicalein
At_73C6		GT-Predict	1	5281605	Baicalein
At_73C1		GT-Predict	1	5281605	Baicalein
At_73C7		GT-Predict	0	5281605	Baicalein
At_73B2		GT-Predict	0.5	5281605	Baicalein
At_73B3		GT-Predict	1	5281605	Baicalein
At_73B4		GT-Predict	1	5281605	Baicalein
At_73B5		GT-Predict	1	5281605	Baicalein
At_73B1		GT-Predict	1	5281605	Baicalein
At_89B1		GT-Predict	0	5281605	Baicalein
At_89C1		GT-Predict	0	5281605	Baicalein
At_84A3		GT-Predict	1	5281605	Baicalein
At_84A4		GT-Predict	1	5281605	Baicalein
At_84A2		GT-Predict	1	5281605	Baicalein
At_84A1		GT-Predict	1	5281605	Baicalein
At_84B1		GT-Predict	0	5281605	Baicalein
At_84B2		GT-Predict	0	5281605	Baicalein
At_75B1		GT-Predict	1	5281605	Baicalein
At_75D1		GT-Predict	0	5281605	Baicalein
At_74F1		GT-Predict	0	5281605	Baicalein
At_74F2		GT-Predict	1	5281605	Baicalein
At_74B1		GT-Predict	0	5281605	Baicalein
At_76E5		GT-Predict	0	5281605	Baicalein
At_76E4		GT-Predict	1	5281605	Baicalein
At_76E1		GT-Predict	1	5281605	Baicalein
At_76E2		GT-Predict	1	5281605	Baicalein
At_76E12		GT-Predict	1	5281605	Baicalein
At_76E11		GT-Predict	0	5281605	Baicalein
At_76C4		GT-Predict	1	5281605	Baicalein
At_85A5		GT-Predict	1	5281605	Baicalein
At_85A4		GT-Predict	1	5281605	Baicalein
At_78D2		GT-Predict	1	5281605	Baicalein
At_78D1		GT-Predict	0	5281605	Baicalein
VVGT1		GT-Predict	1	5281605	Baicalein
UGT71G1		GT-Predict extensions	1	5281605	Baicalein
UGT78G1		GT-Predict extensions	1	5281605	Baicalein
UGT72B10		GT-Predict extensions	1	5281605	Baicalein
UGT74P1		GT-Predict extensions	0	5281605	Baicalein
UGT73A10		GT-Predict extensions	1	5281605	Baicalein
UGT74N1		GT-Predict extensions	0	5281605	Baicalein
UGT75L2		GT-Predict extensions	1	5281605	Baicalein
UGT85A20		GT-Predict extensions	0	5281605	Baicalein
UGT73Q1		GT-Predict extensions	0	5281605	Baicalein
UGT73A12		GT-Predict extensions	1	5281605	Baicalein
UGT86A5		GT-Predict extensions	0	5281605	Baicalein
UGT94E2		GT-Predict extensions	1	5281605	Baicalein
UGT84C2		GT-Predict extensions	1	5281605	Baicalein
UGT85B2		GT-Predict extensions	0	5281605	Baicalein
UGT74H5		GT-Predict extensions	1	5281605	Baicalein
UGT88C4		GT-Predict extensions	0	5281605	Baicalein
UGT74H6		GT-Predict extensions	0	5281605	Baicalein
UGT75E3		GT-Predict extensions	1	5281605	Baicalein
Fe_88J1	0.000260038205986815	HTS_UGT	0	62389	6-Benzylaminopurine
Zm_15991	0.00222041960301751	HTS_UGT	0	62389	6-Benzylaminopurine
Fe_72B19	-0.000761084082525609	HTS_UGT	0	62389	6-Benzylaminopurine
Ct_71E5	0.00139066234059438	HTS_UGT	0	62389	6-Benzylaminopurine
Zm_51683	0.00195090953893404	HTS_UGT	0	62389	6-Benzylaminopurine
Os_88C1	-0.00131249394510136	HTS_UGT	0	62389	6-Benzylaminopurine
Zm_43295	0.00140959125521391	HTS_UGT	0	62389	6-Benzylaminopurine
Dc_71F5	0.0275531974855762	HTS_UGT	0.5	62389	6-Benzylaminopurine
Rc_GT1	0.00327830938324662	HTS_UGT	0	62389	6-Benzylaminopurine
Sl_GT5	-0.000804164313612086	HTS_UGT	0	62389	6-Benzylaminopurine
Fi_88A10	0.000947241539424738	HTS_UGT	0	62389	6-Benzylaminopurine
At_71D1	0.00261734527217604	HTS_UGT	0	62389	6-Benzylaminopurine
At_71C1	0.00292304496519888	HTS_UGT	0	62389	6-Benzylaminopurine
Zm_62783	0.00395403829057391	HTS_UGT	0	62389	6-Benzylaminopurine
Zm_85854	-0.00273779949390229	HTS_UGT	0	62389	6-Benzylaminopurine
Gm_88E3	0.00660940254861427	HTS_UGT	0	62389	6-Benzylaminopurine
Zm_72068	0.00297366138750378	HTS_UGT	0	62389	6-Benzylaminopurine
Lc_72B10	-0.0144870236164366	HTS_UGT	0	62389	6-Benzylaminopurine
PpUGT85A2	0.115	https://doi.org/10.1093/jxb/ery419	1	244	Benzyl Alcohol
UGT71L2		https://doi.org/10.1093/jxb/eraa562	0	244	Benzyl Alcohol
UGT71L2		https://doi.org/10.1093/jxb/eraa562	1	8363	Benzyl salicylate
Nt_UGT1	0.063541907	pTMH	0	5280371	Bergaptol
Pt_UGT1	0.008425488	pTMH	0	5280371	Bergaptol
At_72B1	0.041200354	pTMH	0	5280371	Bergaptol
At_72E2	0.190112002	pTMH	0	5280371	Bergaptol
Mt_71G1	0.376363204	pTMH	1	5280371	Bergaptol
Mt_78G1	0.013802106	pTMH	0	5280371	Bergaptol
Nt_UGT1	0.007728648	pTMH	0	10154	Boldine
Pt_UGT1	0.007722223	pTMH	0	10154	Boldine
At_72B1	0.006242552	pTMH	0	10154	Boldine
At_72E2	0.004293663	pTMH	0	10154	Boldine
Mt_71G1	0.011722614	pTMH	0	10154	Boldine
Mt_78G1	0.005871024	pTMH	0	10154	Boldine
Nt_UGT1	-0.001282543	pTMH	0	64685	Isoborneol
Pt_UGT1	-0.000593494	pTMH	0	64685	Isoborneol
At_72B1	-0.001678765	pTMH	0	64685	Isoborneol
At_72E2	-0.002287034	pTMH	0	64685	Isoborneol
Mt_71G1	0.000468007	pTMH	0	64685	Isoborneol
Mt_78G1	-3.48e-05	pTMH	0	64685	Isoborneol
At_71C1		GT-Predict	0	107670	Chaps
At_71C2		GT-Predict	0	107670	Chaps
At_71C3		GT-Predict	0	107670	Chaps
At_71C4		GT-Predict	0	107670	Chaps
At_71C5		GT-Predict	0	107670	Chaps
At_71B8		GT-Predict	0	107670	Chaps
At_71B6		GT-Predict	0	107670	Chaps
At_71B5		GT-Predict	0	107670	Chaps
At_71B1		GT-Predict	0	107670	Chaps
At_88A1		GT-Predict	0	107670	Chaps
At_72E2		GT-Predict	0	107670	Chaps
At_72E3		GT-Predict	0	107670	Chaps
At_72E1		GT-Predict	0	107670	Chaps
At_72D1		GT-Predict	0	107670	Chaps
At_72C1		GT-Predict	0	107670	Chaps
At_72B3		GT-Predict	0	107670	Chaps
At_73C3		GT-Predict	0	107670	Chaps
At_73C4		GT-Predict	0	107670	Chaps
At_73C5		GT-Predict	0	107670	Chaps
At_73C6		GT-Predict	0.5	107670	Chaps
At_73C1		GT-Predict	0	107670	Chaps
At_73B2		GT-Predict	0	107670	Chaps
At_73B3		GT-Predict	0	107670	Chaps
At_73B4		GT-Predict	0	107670	Chaps
At_73B5		GT-Predict	0	107670	Chaps
At_73B1		GT-Predict	0	107670	Chaps
At_89B1		GT-Predict	0	107670	Chaps
At_89C1		GT-Predict	0	107670	Chaps
At_84A3		GT-Predict	0	107670	Chaps
At_84B1		GT-Predict	0	107670	Chaps
At_84B2		GT-Predict	0	107670	Chaps
At_75D1		GT-Predict	0	107670	Chaps
At_74F1		GT-Predict	0	107670	Chaps
At_74B1		GT-Predict	0	107670	Chaps
At_76E4		GT-Predict	0	107670	Chaps
At_76E1		GT-Predict	0	107670	Chaps
At_76E2		GT-Predict	0	107670	Chaps
At_76E12		GT-Predict	0	107670	Chaps
At_76E11		GT-Predict	0	107670	Chaps
At_85A5		GT-Predict	0	107670	Chaps
At_85A4		GT-Predict	0	107670	Chaps
At_78D2		GT-Predict	0	107670	Chaps
At_78D1		GT-Predict	0	107670	Chaps
VVGT1		GT-Predict	0	107670	Chaps
UGT71G1		GT-Predict extensions	0	107670	Chaps
UGT78G1		GT-Predict extensions	0	107670	Chaps
UGT72B10		GT-Predict extensions	0	107670	Chaps
UGT74P1		GT-Predict extensions	0	107670	Chaps
UGT73A10		GT-Predict extensions	0	107670	Chaps
UGT74N1		GT-Predict extensions	0	107670	Chaps
UGT75L2		GT-Predict extensions	0	107670	Chaps
UGT85A20		GT-Predict extensions	0	107670	Chaps
UGT73Q1		GT-Predict extensions	0	107670	Chaps
UGT73A12		GT-Predict extensions	0	107670	Chaps
UGT86A5		GT-Predict extensions	0	107670	Chaps
UGT94E2		GT-Predict extensions	0	107670	Chaps
UGT84C2		GT-Predict extensions	0	107670	Chaps
UGT85B2		GT-Predict extensions	0	107670	Chaps
UGT74H5		GT-Predict extensions	0	107670	Chaps
UGT88C4		GT-Predict extensions	0	107670	Chaps
UGT74H6		GT-Predict extensions	0	107670	Chaps
UGT75E3		GT-Predict extensions	0	107670	Chaps
Nt_UGT1	-0.002203771	pTMH	0	1548943	Capsaicin
Pt_UGT1	-0.000728735	pTMH	0	1548943	Capsaicin
At_72B1	-0.000110552	pTMH	0	1548943	Capsaicin
At_72E2	-0.002693333	pTMH	0	1548943	Capsaicin
Mt_71G1	0.00387229	pTMH	0	1548943	Capsaicin
Mt_78G1	0.001211336	pTMH	0	1548943	Capsaicin
OleD		GT-Predict extensions	0	20824	Carbenicillin
At_71C1		GT-Predict	0	20824	Carbenicillin disodium
At_71C2		GT-Predict	0	20824	Carbenicillin disodium
At_71C3		GT-Predict	0	20824	Carbenicillin disodium
At_71C4		GT-Predict	0	20824	Carbenicillin disodium
At_71C5		GT-Predict	0	20824	Carbenicillin disodium
At_71B8		GT-Predict	0	20824	Carbenicillin disodium
At_71B6		GT-Predict	0	20824	Carbenicillin disodium
At_71B5		GT-Predict	0	20824	Carbenicillin disodium
At_71B1		GT-Predict	0	20824	Carbenicillin disodium
At_88A1		GT-Predict	0	20824	Carbenicillin disodium
At_72E2		GT-Predict	0	20824	Carbenicillin disodium
At_72E3		GT-Predict	0	20824	Carbenicillin disodium
At_72E1		GT-Predict	0	20824	Carbenicillin disodium
At_72D1		GT-Predict	0	20824	Carbenicillin disodium
At_72C1		GT-Predict	0	20824	Carbenicillin disodium
At_72B3		GT-Predict	0	20824	Carbenicillin disodium
At_73C3		GT-Predict	0	20824	Carbenicillin disodium
At_73C4		GT-Predict	0	20824	Carbenicillin disodium
At_73C5		GT-Predict	0	20824	Carbenicillin disodium
At_73C6		GT-Predict	0	20824	Carbenicillin disodium
At_73C1		GT-Predict	0	20824	Carbenicillin disodium
At_73B2		GT-Predict	0	20824	Carbenicillin disodium
At_73B3		GT-Predict	0	20824	Carbenicillin disodium
At_73B4		GT-Predict	0	20824	Carbenicillin disodium
At_73B5		GT-Predict	0	20824	Carbenicillin disodium
At_73B1		GT-Predict	0	20824	Carbenicillin disodium
At_89B1		GT-Predict	0	20824	Carbenicillin disodium
At_89C1		GT-Predict	0	20824	Carbenicillin disodium
At_84A3		GT-Predict	0	20824	Carbenicillin disodium
At_84A4		GT-Predict	0	20824	Carbenicillin disodium
At_84A2		GT-Predict	0	20824	Carbenicillin disodium
At_84A1		GT-Predict	0	20824	Carbenicillin disodium
At_84B1		GT-Predict	0	20824	Carbenicillin disodium
At_84B2		GT-Predict	0	20824	Carbenicillin disodium
At_75B1		GT-Predict	0	20824	Carbenicillin disodium
At_75D1		GT-Predict	0	20824	Carbenicillin disodium
At_74F1		GT-Predict	0	20824	Carbenicillin disodium
At_74F2		GT-Predict	0	20824	Carbenicillin disodium
At_74B1		GT-Predict	0	20824	Carbenicillin disodium
At_76E4		GT-Predict	0	20824	Carbenicillin disodium
At_76E1		GT-Predict	0	20824	Carbenicillin disodium
At_76E2		GT-Predict	0	20824	Carbenicillin disodium
At_76E12		GT-Predict	0	20824	Carbenicillin disodium
At_76E11		GT-Predict	0	20824	Carbenicillin disodium
At_85A5		GT-Predict	0	20824	Carbenicillin disodium
At_85A4		GT-Predict	0	20824	Carbenicillin disodium
At_78D2		GT-Predict	0	20824	Carbenicillin disodium
At_78D1		GT-Predict	0	20824	Carbenicillin disodium
VVGT1		GT-Predict	0	20824	Carbenicillin disodium
Nt_UGT1	-0.003760623	pTMH	0	65126	Carnosic acid
Pt_UGT1	-0.001179866	pTMH	0	65126	Carnosic acid
At_72B1	-0.001787172	pTMH	0	65126	Carnosic acid
At_72E2	-0.004859115	pTMH	0	65126	Carnosic acid
Mt_71G1	-2.01e-05	pTMH	0	65126	Carnosic acid
Mt_78G1	-0.002946494	pTMH	0	65126	Carnosic acid
At_71C1		GT-Predict	0.5	9064	Cianidanol
At_71C2		GT-Predict	0	9064	Cianidanol
At_71C3		GT-Predict	0	9064	Cianidanol
At_71C4		GT-Predict	0	9064	Cianidanol
At_71C5		GT-Predict	0.5	9064	Cianidanol
At_71B8		GT-Predict	0	9064	Cianidanol
At_71B6		GT-Predict	0	9064	Cianidanol
At_71B5		GT-Predict	0.5	9064	Cianidanol
At_71B1		GT-Predict	0.5	9064	Cianidanol
At_88A1		GT-Predict	1	9064	Cianidanol
At_72E2		GT-Predict	0	9064	Cianidanol
At_72E3		GT-Predict	0.5	9064	Cianidanol
At_72E1		GT-Predict	0.5	9064	Cianidanol
At_72D1		GT-Predict	1	9064	Cianidanol
At_72C1		GT-Predict	0	9064	Cianidanol
At_72B3		GT-Predict	0	9064	Cianidanol
At_73C3		GT-Predict	1	9064	Cianidanol
At_73C4		GT-Predict	0	9064	Cianidanol
At_73C5		GT-Predict	1	9064	Cianidanol
At_73C6		GT-Predict	1	9064	Cianidanol
At_73C1		GT-Predict	0	9064	Cianidanol
At_73C7		GT-Predict	0	9064	Cianidanol
At_73B2		GT-Predict	0	9064	Cianidanol
At_73B3		GT-Predict	1	9064	Cianidanol
At_73B4		GT-Predict	0	9064	Cianidanol
At_73B5		GT-Predict	1	9064	Cianidanol
At_73B1		GT-Predict	0.5	9064	Cianidanol
At_89B1		GT-Predict	0	9064	Cianidanol
At_89C1		GT-Predict	1	9064	Cianidanol
At_84A3		GT-Predict	0	9064	Cianidanol
At_84A4		GT-Predict	0	9064	Cianidanol
At_84A2		GT-Predict	1	9064	Cianidanol
At_84A1		GT-Predict	1	9064	Cianidanol
At_84B1		GT-Predict	1	9064	Cianidanol
At_84B2		GT-Predict	0.5	9064	Cianidanol
At_75B1		GT-Predict	0	9064	Cianidanol
At_75D1		GT-Predict	0	9064	Cianidanol
At_74F1		GT-Predict	0.5	9064	Cianidanol
At_74F2		GT-Predict	1	9064	Cianidanol
At_74B1		GT-Predict	1	9064	Cianidanol
At_76E5		GT-Predict	0	9064	Cianidanol
At_76E4		GT-Predict	0	9064	Cianidanol
At_76E1		GT-Predict	0	9064	Cianidanol
At_76E2		GT-Predict	0	9064	Cianidanol
At_76E12		GT-Predict	0	9064	Cianidanol
