enzyme	cid
ALY65151.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
ALY74844.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
ALY76788.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
ALY82069.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
ALY91563.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
ALY95388.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
ALZ03356.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
ALZ08147.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
ALZ14857.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
ALZ18073.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
ALZ27011.1 rhamnosyltransferase subunit B [Pseudomonas aeruginosa]	50591
ALZ30950.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
ALZ40564.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
ALZ61473.1 Oleandomycin glycosyltransferase [Bacillus cereus]	50591
ALZ61621.1 Oleandomycin glycosyltransferase [Bacillus cereus]	50591
ALZ62237.1 Oleandomycin glycosyltransferase [Bacillus cereus]	50591
ALZ79030.1 N-glycosyltransferase [Aeromonas hydrophila]	50591
ALZ86816.1 zeaxanthin glucosyltransferase [Pseudomonas oryzihabitans]	50591
ALZ90169.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
ALZ95329.1 zeaxanthin glucosyltransferase [Leclercia adecarboxylata]	50591
AMA36094.1 glycosyl transferase family 1 [Pseudomonas aeruginosa DHS01]	50591
AMA51282.1 UDP-glucosyltransferase [Bacillus inaquosorum]	50591
AMA51908.1 UDP-glucosyltransferase [Bacillus inaquosorum]	50591
AMA52643.1 glycosyl transferase family 1 [Bacillus inaquosorum]	50591
AMA52856.1 glycosyl transferase [Bacillus inaquosorum]	50591
AMA68117.1 glycosyltransferase [Malus domestica]	50591
AMB22986.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AMB23637.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AMB24378.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AMB77299.1 zeaxanthin glucosyltransferase (plasmid) [Pantoea ananatis]	50591
AMB91152.1 UDP-glucosyltransferase [Bacillus altitudinis]	50591
AMC04096.1 glycosyl transferase [Bacillus anthracis]	50591
AMC04577.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
AMC33112.1 sinapic acid:UDPG glucosyltransferase 1 [Daucus carota]	50591
AMD39598.1 anthocyanidin 3-O-glucosyltransferase, partial [Prunus salicina]	50591
AMD85451.1 sterol 3-beta-glucosyltransferase [Capnocytophaga haemolytica]	50591
AMD85488.1 sterol 3-beta-glucosyltransferase [Capnocytophaga haemolytica]	50591
AME04958.1 glycosyl transferase family 1 [Bacillus sp. SDLI1]	50591
AME05659.1 UDP-glucosyltransferase [Bacillus sp. SDLI1]	50591
AME06244.1 UDP-glucosyltransferase [Bacillus sp. SDLI1]	50591
AMF86585.1 glycosyl transferase [Streptococcus mutans]	50591
AMG19165.1 glycosyl transferase [Staphylococcus saprophyticus]	50591
AMG32272.1 glycosyl transferase [Staphylococcus saprophyticus]	50591
AMG56571.1 zeaxanthin glucosyltransferase (plasmid) [Pantoea vagans]	50591
AMG83026.1 glycosyl transferase [Microbacterium sp. PAMC 28756]	50591
AMH02181.1 N-glycosyltransferase [Serratia liquefaciens]	50591
AMJ78575.1 UDP-glucose--sterol glucosyltransferase [Alteromonas mediterranea]	50591
AMJ82725.1 UDP-glucose--sterol glucosyltransferase [Alteromonas mediterranea]	50591
AMK52071.1 UDP-glucosyltransferase [Scutellaria baicalensis]	50591
AMK52072.1 UDP-glucosyltransferase [Scutellaria baicalensis]	50591
AMK52073.1 UDP-glucosyltransferase [Scutellaria baicalensis]	50591
AMK71219.1 UDP-glucosyltransferase [Bacillus subtilis subsp. natto]	50591
AMK71852.1 UDP-glucosyltransferase [Bacillus subtilis subsp. natto]	50591
AMK72598.1 glycosyl transferase family 1 [Bacillus subtilis subsp. natto]	50591
AMK97472.1 UGT33B4v2 [Helicoverpa armigera]	50591
AMK97473.1 UGT40D2v2 [Helicoverpa armigera]	50591
AMK97474.1 UGT40Q1v2 [Helicoverpa armigera]	50591
AMK97476.1 UGT41B3v2 [Helicoverpa armigera]	50591
AML07984.1 glycosyl transferase (plasmid) [Escherichia coli]	50591
AMM11087.1 Macrolide glycosyl transferase [Streptomyces albidoflavus]	50591
AMM12677.1 glycosyl transferase UDP-glucuronosyltransferase [Streptomyces albidoflavus]	50591
AMM32955.1 glycosyl transferase [Sinomonas atrocyanea]	50591
AMM58390.1 glucosyltransferase [Clostridioides difficile]	50591
AMM73095.1 C-glycosyltransferase [Mangifera indica]	50591
AMM90451.1 UDP-glucosyltransferase [Bacillus pumilus]	50591
AMM92978.1 UDP-glucosyltransferase [Peribacillus simplex]	50591
AMM93225.1 glycosyl transferase family 1 [Peribacillus simplex]	50591
AMM98785.1 UDP-glucosyltransferase [Bacillus pumilus]	50591
AMN15225.1 EGT [Helicoverpa SNPV AC53]	50591
AMN15363.1 EGT [Helicoverpa SNPV AC53]	50591
AMN15501.1 EGT [Helicoverpa SNPV AC53]	50591
AMN15639.1 EGT [Helicoverpa SNPV AC53]	50591
AMN15777.1 EGT [Helicoverpa SNPV AC53]	50591
AMN15915.1 EGT [Helicoverpa SNPV AC53]	50591
AMN16053.1 EGT [Helicoverpa SNPV AC53]	50591
AMN16191.1 EGT [Helicoverpa SNPV AC53]	50591
AMN16329.1 EGT [Helicoverpa SNPV AC53]	50591
AMN88405.1 glycosyltransferase [Bacillus licheniformis]	50591
AMN88406.1 glycosyltransferase [Bacillus licheniformis]	50591
AMO04069.1 glycosyl transferase [Arthrobacter sp. SLBN-53]	50591
AMO27404.1 anthocyanidin 3-o-glucoside 5-o-glucosyltransferase 1-like protein [Glycine max]	50591
AMO33607.1 glucosyltransferase [Lysinibacillus sphaericus]	50591
AMO63703.1 4'-demethylrebeccamycin synthase [Mycolicibacterium phlei]	50591
AMP00700.1 glycosyltransferase, MGT family protein [Collimonas arenae]	50591
AMP10589.1 glycosyltransferase, MGT family protein [Collimonas arenae]	50591
AMP31537.1 glycosyl transferase family 1 [Bacillus amyloliquefaciens]	50591
AMP32199.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
AMP32564.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
AMP97141.1 glycosyl transferase [Pedobacter cryoconitis]	50591
AMQ00401.1 hypothetical protein AY601_3536 [Pedobacter cryoconitis]	50591
AMQ23635.1 UDP-glucose:flavonoid 3-O-glucosyltransferase [Silene littorea]	50591
AMQ26112.1 UDP-glucose:isoflavone 4' 7-O-glucosyltransferase [Pueraria montana var. lobata]	50591
AMQ26113.1 UDP-glucose:isoflavone 7-O-glucosyltransferase [Pueraria montana var. lobata]	50591
AMQ26114.1 UDP-glycosyltransferase 41 [Pueraria montana var. lobata]	50591
AMQ26115.1 UDP-glycosyltransferase 43 [Pueraria montana var. lobata]	50591
AMQ26118.1 UDP-glycosyltransferase 48 [Pueraria montana var. lobata]	50591
AMQ26119.1 UDP-glycosyltransferase 42 [Pueraria montana var. lobata]	50591
AMQ26121.1 UDP-glycosyltransferase 49 [Pueraria montana var. lobata]	50591
AMQ26122.1 UDP-glycosyltransferase 9 [Pueraria montana var. lobata]	50591
AMQ26123.1 UDP-glycosyltransferase 6 [Pueraria montana var. lobata]	50591
AMQ26125.1 UDP-glycosyltransferase 7 [Pueraria montana var. lobata]	50591
AMQ26126.1 UDP-glycosyltransferase 10 [Pueraria montana var. lobata]	50591
AMQ26127.1 UDP-glycosyltransferase 19 [Pueraria montana var. lobata]	50591
AMQ26128.1 UDP-glycosyltransferase 20 [Pueraria montana var. lobata]	50591
AMQ26129.1 UDP-glycosyltransferase 21 [Pueraria montana var. lobata]	50591
AMQ26131.1 UDP-glycosyltransferase 25 [Pueraria montana var. lobata]	50591
AMQ26132.1 UDP-glycosyltransferase 50 [Pueraria montana var. lobata]	50591
AMQ26133.1 UDP-glycosyltransferase 3 [Pueraria montana var. lobata]	50591
AMQ68057.1 glycosyl transferase family 1 [Bacillus amyloliquefaciens UMAF6639]	50591
AMQ70185.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens UMAF6639]	50591
AMQ70722.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens UMAF6639]	50591
AMQ73050.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens UMAF6614]	50591
AMQ73662.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens UMAF6614]	50591
AMQ74388.1 glycosyl transferase family 1 [Bacillus amyloliquefaciens UMAF6614]	50591
AMQ95426.1 IroB (plasmid) [Escherichia coli]	50591
AMQ95554.1 IroB (plasmid) [Escherichia coli]	50591
AMR02476.1 glycosyl transferase [Bacillus thuringiensis]	50591
AMR02971.1 UDP-glucosyltransferase [Bacillus thuringiensis]	50591
AMR05968.1 glycosyl transferase (plasmid) [Bacillus thuringiensis]	50591
AMR09139.1 glycosyl transferase family 1 [Bacillus licheniformis]	50591
AMR09416.1 UDP-glucosyltransferase [Bacillus licheniformis]	50591
AMR10347.1 UDP-glucosyltransferase [Bacillus licheniformis]	50591
AMR46975.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AMR48197.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AMR49361.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
AMR50602.1 glycosyl transferase family 1 [Bacillus amyloliquefaciens]	50591
AMR52458.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
AMR62566.1 glycosyl transferase family 1 [Bacillus subtilis subsp. globigii]	50591
AMR63355.1 UDP-glucosyltransferase [Bacillus subtilis subsp. globigii]	50591
AMR63957.1 UDP-glucosyltransferase [Bacillus subtilis subsp. globigii]	50591
AMR84536.1 glycosyl transferase [Bacillus thuringiensis]	50591
AMR85067.1 UDP-glucosyltransferase [Bacillus thuringiensis]	50591
AMR91286.1 glucosyltransferase [Lysinibacillus sphaericus]	50591
AMS46110.1 UDP-glucosyltransferase [Bacillus subtilis]	50591
AMS46762.1 UDP-glucosyltransferase [Bacillus subtilis]	50591
AMS47515.1 glycosyl transferase family 1 [Bacillus subtilis]	50591
AMT99868.1 4'-demethylrebeccamycin synthase [Pseudomonas aeruginosa]	50591
AMU06876.1 glycosyl transferase [Burkholderia cenocepacia]	50591
AMU14618.1 glycosyl transferase [Burkholderia cenocepacia]	50591
AMV21673.1 4'-demethylrebeccamycin synthase [Planctomyces sp. SH-PL14]	50591
AMV23816.1 Zeaxanthin glucosyltransferase [Gemmata sp. SH-PL17]	50591
AMV36064.1 4'-demethylrebeccamycin synthase [Planctomyces sp. SH-PL62]	50591
AMW05768.1 glycosyl transferase [Gemmatimonas phototrophica]	50591
AMW13604.1 glycosyl transferase [Streptomyces qaidamensis]	50591
AMX76971.1 glycosyl transferase [Bacillus thuringiensis]	50591
AMX77761.1 glycosyl transferase family 1 [Bacillus thuringiensis]	50591
AMX77913.1 UDP-glucosyltransferase [Bacillus thuringiensis]	50591
AMX89968.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
AMY08609.1 Oleandomycin glycosyltransferase [Luteitalea pratensis]	50591
AMY18314.1 Oleandomycin glycosyltransferase [Rhodococcus sp. PBTS 1]	50591
AMY19430.1 putative glycosyltransferase [Rhodococcus sp. PBTS 1]	50591
AMY23446.1 putative glycosyltransferase [Rhodococcus sp. PBTS 2]	50591
AMY23447.1 putative glycosyltransferase [Rhodococcus sp. PBTS 2]	50591
AMY26628.1 glucosyl/glucuronosyl transferases-udp-transferase activity, udp-glucosyl transferase [Linum usitatissimum]	50591
ANA45334.1 glucosyltransferase [Lysinibacillus sphaericus]	50591
ANA71925.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
ANB04386.1 oleandomycin glycosyltransferase [Streptomyces ambofaciens]	50591
ANB09049.1 hypothetical protein SAM40697_5092 [Streptomyces ambofaciens]	50591
ANB09261.1 glycosyl transferase [Streptomyces ambofaciens]	50591
ANB10653.1 glycosyl transferase [Streptomyces ambofaciens]	50591
ANB46347.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
ANB46943.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
ANB49477.1 glycosyl transferase family 1 [Bacillus velezensis]	50591
ANB82837.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
ANB84008.1 glycosyl transferase family 1 [Bacillus velezensis]	50591
ANB85897.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
ANC07491.1 glycosyl transferase [Bacillus cereus]	50591
ANC08107.1 UDP-glucosyltransferase [Bacillus cereus]	50591
ANC08266.1 glycosyl transferase family 1 [Bacillus cereus]	50591
ANC13314.1 glycosyl transferase [Bacillus cereus]	50591
ANC13929.1 UDP-glucosyltransferase [Bacillus cereus]	50591
ANC14087.1 glycosyl transferase family 1 [Bacillus cereus]	50591
ANC19090.1 glycosyl transferase [Bacillus cereus]	50591
ANC19652.1 UDP-glucosyltransferase [Bacillus cereus]	50591
ANC58709.1 glycosyl transferase (plasmid) [Escherichia coli]	50591
ANC70234.1 flavonoid 7-O glucuronosyltransferase, partial [Erigeron breviscapus]	50591
AND07562.1 glycosyl transferase [Bacillus thuringiensis serovar alesti]	50591
AND08095.1 UDP-glucosyltransferase [Bacillus thuringiensis serovar alesti]	50591
AND08241.1 glycosyl transferase family 1 [Bacillus thuringiensis serovar alesti]	50591
AND23938.1 glycosyl transferase [Bacillus thuringiensis serovar israelensis]	50591
AND24420.1 UDP-glucosyltransferase [Bacillus thuringiensis serovar israelensis]	50591
AND24623.1 glycosyl transferase family 1 [Bacillus thuringiensis serovar israelensis]	50591
AND78820.1 hypothetical protein A0O21_01635 [Streptococcus pantholopis]	50591
AND83635.1 glycosyltransferase, MGT family [Clostridium tyrobutyricum]	50591
ANE47228.1 sterol 3-beta-glucosyltransferase [Paenibacillus swuensis]	50591
ANE77817.1 N-glycosyltransferase [Dickeya solani IPO 2222]	50591
ANE79938.1 glycosyl transferase [Mycobacterium sp. YC-RL4]	50591
ANE83243.1 UDP-glucuronosyltransferase [Mycobacterium sp. YC-RL4]	50591
ANE85312.1 glycosyl transferase [Bacillus cereus]	50591
ANE85799.1 UDP-glucosyltransferase [Bacillus cereus]	50591
ANE85944.1 glycosyl transferase family 1 [Bacillus cereus]	50591
ANF29771.1 egt [Catopsilia pomona nucleopolyhedrovirus]	50591
ANF31215.1 glycosyl transferase [Leifsonia xyli]	50591
ANF35479.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
ANF36113.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
ANF36881.1 glycosyl transferase family 1 [Bacillus velezensis]	50591
ANF45477.1 glycosyl transferase family 1 [Bacillus sp. IHB B 7164]	50591
ANF46916.1 UDP-glucosyltransferase [Bacillus sp. IHB B 7164]	50591
ANF97005.1 UDP-glucosyltransferase [Paenibacillus bovis]	50591
ANH86289.1 glycosyl transferase [Bacillus anthracis]	50591
ANH86767.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
ANH94092.1 glycosyl transferase [Streptomyces sp. SAT1]	50591
ANI11824.1 glycosyl transferase family 1 [Pseudomonas aeruginosa SJTD-1]	50591
ANI21986.1 UDP-glycosyltransferase 33B14 [Spodoptera exigua]	50591
ANI21987.1 UDP-glycosyltransferase 33B15 [Spodoptera exigua]	50591
ANI21988.1 UDP-glycosyltransferase 33B16 [Spodoptera exigua]	50591
ANI21989.1 UDP-glycosyltransferase 33F5 [Spodoptera exigua]	50591
ANI21990.1 UDP-glycosyltransferase 33F6 [Spodoptera exigua]	50591
ANI21991.1 UDP-glycosyltransferase 33F7 [Spodoptera exigua]	50591
ANI21992.1 UDP-glycosyltransferase 33F8 [Spodoptera exigua]	50591
ANI21993.1 UDP-glycosyltransferase 33J3 [Spodoptera exigua]	50591
ANI21994.1 UDP-glycosyltransferase 33T3 [Spodoptera exigua]	50591
ANI21995.1 UDP-glycosyltransferase 33V1 [Spodoptera exigua]	50591
ANI21996.1 UDP-glycosyltransferase 33V2 [Spodoptera exigua]	50591
ANI21997.1 UDP-glycosyltransferase 33V3 [Spodoptera exigua]	50591
ANI21999.1 UDP-glycosyltransferase 39B4 [Spodoptera exigua]	50591
ANI22000.1 UDP-glycosyltransferase 40D3 [Spodoptera exigua]	50591
ANI22001.1 UDP-glycosyltransferase 40D5 [Spodoptera exigua]	50591
ANI22002.1 UDP-glycosyltransferase 40F3 [Spodoptera exigua]	50591
ANI22003.1 UDP-glycosyltransferase 40F4 [Spodoptera exigua]	50591
ANI22004.1 UDP-glycosyltransferase 40F5 [Spodoptera exigua]	50591
ANI22006.1 UDP-glycosyltransferase 40M2 [Spodoptera exigua]	50591
ANI22007.1 UDP-glycosyltransferase 40M3 [Spodoptera exigua]	50591
ANI22008.1 UDP-glycosyltransferase 40Q2 [Spodoptera exigua]	50591
ANI22009.1 UDP-glycosyltransferase 40R4 [Spodoptera exigua]	50591
ANI22010.1 UDP-glycosyltransferase 40U2 [Spodoptera exigua]	50591
ANI22011.1 UDP-glycosyltransferase 42B5 [Spodoptera exigua]	50591
ANI22012.1 UDP-glycosyltransferase 42C2 [Spodoptera exigua]	50591
ANI22013.1 UDP-glycosyltransferase 43A2 [Spodoptera exigua]	50591
ANI22014.1 UDP-glycosyltransferase 44A5 [Spodoptera exigua]	50591
ANI22015.1 UDP-glycosyltransferase 46A7 [Spodoptera exigua]	50591
ANI22016.1 UDP-glycosyltransferase 48D1 [Spodoptera exigua]	50591
ANI22017.1 UDP-glycosyltransferase 50A5 [Spodoptera exigua]	50591
ANI38554.1 glycosyl transferase [Mycolicibacterium vaccae 95051]	50591
ANI40949.1 glycosyl transferase [Mycolicibacterium vaccae 95051]	50591
ANI41792.1 UDP-glucuronosyltransferase [Mycolicibacterium vaccae 95051]	50591
ANI42868.1 glycosyltransferase, MGT family protein [Mycolicibacterium vaccae 95051]	50591
ANJ03602.1 UDP-Glycosyltransferase [Castanea sativa]	50591
ANJ03631.1 UDP-glycosyltransferase [Glycyrrhiza uralensis]	50591
ANJ10071.1 hypothetical protein Spa2297_25720 [Streptomyces parvulus]	50591
ANJ11903.1 hypothetical protein Spa2297_32865 (plasmid) [Streptomyces parvulus]	50591
ANJ11910.1 glycosyl transferase family 28 (plasmid) [Streptomyces parvulus]	50591
ANJ28160.1 hypothetical protein ATC03_17060 [Agromyces aureus]	50591
ANJ29631.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
ANJ30268.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
ANJ30956.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
ANJ42017.1 glycosyl transferase [Escherichia coli]	50591
ANJ92911.1 N-glycosyltransferase [Serratia plymuthica]	50591
ANJ97025.1 N-glycosyltransferase [Serratia plymuthica]	50591
ANK31053.1 glycosyl transferase [Escherichia coli]	50591
ANK38617.1 glycosyl transferase family protein [Staphylococcus sp. AntiMn-1]	50591
ANM29156.1 hypothetical protein ABI59_05435 [Acidobacteria bacterium Mor1]	50591
ANM79555.1 glycosyltransferase, MGT family protein [Serratia marcescens]	50591
ANN02874.1 UGT85K15 [Punica granatum]	50591
ANN02875.1 UGT84A23 [Punica granatum]	50591
ANN02876.1 UGT73AL1 [Punica granatum]	50591
ANN02877.1 UGT84A24 [Punica granatum]	50591
ANN19972.1 UDP glycosyltransferase [Amycolatopsis orientalis]	50591
ANN32142.1 glycosyl transferase [Bacillus thuringiensis serovar coreanensis]	50591
ANN32615.1 UDP-glucosyltransferase [Bacillus thuringiensis serovar coreanensis]	50591
ANN45669.1 ecdysteroid UDP-glucosyl transferase [Autographa californica nucleopolyhedrovirus]	50591
ANN45801.1 ecdysteroid UDP-glucosyl transferase [Autographa californica nucleopolyhedrovirus]	50591
ANP50265.1 glycosyl transferase [Streptomyces griseochromogenes]	50591
ANP51938.1 glycosyl transferase [Streptomyces griseochromogenes]	50591
ANP53717.1 glycosyl transferase [Streptomyces griseochromogenes]	50591
ANP61468.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
ANP68408.1 glucosyltransferase [Clostridium tyrobutyricum]	50591
ANP80136.1 glycosyl transferase [Bacillus sp. B25(2016b)]	50591
ANP81107.1 glycosyl transferase [Bacillus sp. B25(2016b)]	50591
ANP81578.1 UDP-glucosyltransferase [Bacillus sp. B25(2016b)]	50591
ANP92054.1 UDP-glycosyltransferase [Bacillus subtilis]	50591
ANQ65553.1 glycosyl transferase [Staphylococcus equorum]	50591
ANQ72121.1 glycosyl transferase [Rhodococcus sp. 008]	50591
ANR04585.1 glycosyl transferase [Bacillus anthracis]	50591
ANR05072.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
ANR09882.1 glycosyl transferase [Bacillus anthracis]	50591
ANR10369.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
ANR15183.1 glycosyl transferase [Bacillus anthracis]	50591
ANR15668.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
ANR20484.1 glycosyl transferase [Bacillus anthracis]	50591
ANR20969.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
ANR25784.1 glycosyl transferase [Bacillus anthracis]	50591
ANR26269.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
ANR31085.1 glycosyl transferase [Bacillus anthracis]	50591
ANR31570.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
ANR36387.1 glycosyl transferase [Bacillus anthracis]	50591
ANR36874.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
ANR41683.1 glycosyl transferase [Bacillus anthracis]	50591
ANR42170.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
ANR46975.1 glycosyl transferase [Bacillus anthracis]	50591
ANR47460.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
ANR52272.1 glycosyl transferase [Bacillus anthracis]	50591
ANR52759.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
ANR57567.1 glycosyl transferase [Bacillus anthracis]	50591
ANR58054.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
ANR69385.1 glycosyl transferase [Staphylococcus equorum]	50591
ANR84700.1 glycosyl transferase [Escherichia coli]	50591
ANR99019.1 N-glycosyltransferase [Aeromonas hydrophila]	50591
ANS25844.1 Oleandomycin glycosyltransferase [Rhodococcus opacus]	50591
ANS37391.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
ANS37942.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
ANS38618.1 glycosyl transferase family 1 [Bacillus velezensis]	50591
ANS41102.1 4'-demethylrebeccamycin synthase [Serratia plymuthica PRI-2C]	50591
ANS47663.1 macrolide glycosyltransferase [Bacillus thuringiensis]	50591
ANS48205.1 macrolide glycosyltransferase [Bacillus thuringiensis]	50591
ANS48396.1 macrolide glycosyltransferase [Bacillus thuringiensis]	50591
ANS56442.1 glycosyltransferase [Bacillus velezensis]	50591
ANS59491.1 glycosyltransferase GT01 [Bacillus pumilus]	50591
ANS68062.1 antibiotic resistance macrolide glycosyltransferase [Streptomyces lincolnensis]	50591
ANS68803.1 antibiotic resistance macrolide glycosyltransferase [Streptomyces lincolnensis]	50591
ANS71009.1 ecgdysteroid UDP-glucosylotransferase [Lymantria dispar multiple nucleopolyhedrovirus]	50591
ANS76512.1 glycosyl transferase family 1 [Paenibacillus yonginensis]	50591
ANS79597.1 N-glycosyltransferase [Serinicoccus hydrothermalis]	50591
ANT58826.1 UDP-glucosyltransferase [Bacillus pumilus]	50591
ANT68943.1 N-glycosyltransferase [Aeromonas hydrophila]	50591
ANT75150.1 glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
ANT95252.1 1,2 xylosyltransferase [Daucus carota]	50591
ANU12088.1 glycosyl transferase [Planococcus antarcticus DSM 14505]	50591
ANU15586.1 sterol 3-beta-glucosyltransferase [Planococcus maritimus]	50591
ANU16319.1 glycosyl transferase [Planococcus maritimus]	50591
ANU26396.1 glycosyl transferase [Planococcus versutus]	50591
ANU29149.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
ANU29702.1 UDP-glucosyltransferase [Bacillus velezensis]	50591
ANU30378.1 glycosyl transferase family 1 [Bacillus velezensis]	50591
ANU41723.1 glycosyl transferase [Flavonifractor plautii]	50591
ANV71756.1 glycosyl transferase family 1 [Bacillus thuringiensis]	50591
ANV71901.1 UDP-glucosyltransferase [Bacillus thuringiensis]	50591
ANV72408.1 glycosyl transferase [Bacillus thuringiensis]	50591
ANV93807.1 glycosyl transferase [Escherichia coli]	50591
ANW09827.1 UDP-glycoslytransferase 3 [Carthamus tinctorius]	50591
ANW09828.1 UDP-glycosyltransferase 16 [Carthamus tinctorius]	50591
ANW09829.1 UDP-glycosyltransferase 25 [Carthamus tinctorius]	50591
ANW09830.1 UDP-glycosyltransferase 1 [Carthamus tinctorius]	50591
ANW17537.1 glycosyl transferase [Streptomyces clavuligerus]	50591
ANW21545.1 glycosyl transferase [Streptomyces clavuligerus]	50591
ANW22487.1 glycosyl transferase (plasmid) [Streptomyces clavuligerus]	50591
ANW54575.1 glycosyl transferase family 1 [Burkholderia pseudomallei]	50591
ANW60376.1 glycosyl transferase family 1 [Burkholderia pseudomallei]	50591
ANW60523.1 glycosyl transferase family 1 [Burkholderia pseudomallei]	50591
ANW65422.1 glycosyl transferase [Mycobacterium sp. djl-10]	50591
ANX08185.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
ANX08934.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
ANX09584.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
ANY07873.1 glycosyl transferase [Pseudonocardia sp. HH130630-07]	50591
ANY10283.1 hypothetical protein AFB00_21850 [Pseudonocardia sp. HH130630-07]	50591
ANY10585.1 MGT family glycosyltransferase (plasmid) [Pseudonocardia sp. HH130630-07]	50591
ANY10609.1 hypothetical protein AFB00_29830 (plasmid) [Pseudonocardia sp. HH130630-07]	50591
ANY23059.1 glycosyl transferase [Gordonia terrae]	50591
ANY30310.1 UDP flavonoid 3 glucosyl transferase [Oryza officinalis]	50591
ANY32424.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
ANY35264.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
ANY38026.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
ANY66290.1 glycosyl transferase [Paenibacillus sp. BIHB4019]	50591
ANY95876.1 UDP-glucosyltransferase [Bacillus altitudinis]	50591
ANZ15347.1 glycosyltransferase, MGT family [Streptomyces noursei ATCC 11455]	50591
ANZ15651.1 Specifically inactivates oleandomycin via 2'-O- glycosylation using UDP-glucose [Streptomyces noursei ATCC 11455]	50591
ANZ16612.1 Oleandomycin glycosyltransferase [Streptomyces noursei ATCC 11455]	50591
ANZ20999.1 antibiotic resistance macrolide glycosyltransferase [Streptomyces noursei ATCC 11455]	50591
ANZ21515.1 MGT family glycosyltransferase [Streptomyces noursei ATCC 11455]	50591
ANZ41645.1 hypothetical protein BBK82_42560 [Lentzea guizhouensis]	50591
ANZ43624.1 MGT family glycosyltransferase [Lentzea guizhouensis]	50591
AOA09872.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AOA10519.1 UDP-glucosyltransferase [Bacillus subtilis subsp. subtilis]	50591
AOA11269.1 glycosyl transferase family 1 [Bacillus subtilis subsp. subtilis]	50591
AOA53209.1 putative UDP-glucosyltransferase YdhE [Bacillus subtilis]	50591
