enzyme	reaction	cid
At_71C1	1	65090
Zm_85854	1	65090
Gm_88E3	0	65090
Zm_72068	0	65090
Lc_72B10	0	65090
Nt_UGT1	0	65090
Pt_UGT1	0	65090
At_72B1	0	65090
At_72E2	0	65090
Mt_71G1	1	65090
Mt_78G1	0	65090
Fe_88J1	0	31211
Zm_15991	0	31211
Fe_72B19	0	31211
Ct_71E5	0	31211
Zm_51683	0	31211
Os_88C1	0	31211
Zm_43295	0	31211
Dc_71F5	0	31211
Rc_GT1	0	31211
Sl_GT5	0	31211
Fi_88A10	0	31211
At_71D1	0	31211
At_71C1	0	31211
Zm_62783	0	31211
Zm_85854	0	31211
Gm_88E3	0	31211
Zm_72068	0	31211
Lc_72B10	0	31211
Nt_UGT1	0	31211
Pt_UGT1	0	31211
At_72B1	0	31211
Mt_71G1	0	31211
Mt_78G1	0	31211
UGT85K14	0	6406
UGT71L2	0	13601
UGT85K14	0	128861
UGT85K14	0	637566
UGT85K14	0	5280863
UGT85K14	0	6549
UGT74B1	1	220184
UGT74B1	1	3295299
UGT74B1 mut H22A	1	3295299
UGT74B1 mut D113A	1	3295299
UGT74B1	1	4118131
UGT74B1	1	102334912
UGT74B1 mut H22A	1	102334912
UGT74B1 mut D113A	1	102334912
UGT85K14	0	5280343
UGT74B1	1	7969
UGT85K14	0	444539
UGT85K14	0	445154
UGT85K14	0	449093
UGT72AY1	1	5363817
UGT73A24	1	5363817
UGT73A25	1	5363817
UGT85A73	1	5363817
PpUGT85A2	1	17100
UGT72AY1	1	5373729
UGT73A24	1	5373729
UGT73A25	1	5373729
UGT85A73	1	5373729
UGT73B4	1	5484169
UGT73B4	1	5375469
UGT73C1	1	5484169
UGT73C1	1	5375469
OsCGT	1	21932272
OsCGT	1	90657995
OsCGT	1	4788
OsCGT	1	21611827
OsCGT	1	68146761
OsCGT	1	77093
ZmUGT/UGT708A6	0	21932272
FeCGTa/UGT708C1	1	21932272
FeCGTa/UGT708C1	1	90657995
FeCGTa/UGT708C1	1	42607887
FeCGTa/UGT708C1	1	4788
FeCGTa/UGT708C1	1	689111
FeCGTa/UGT708C1	1	68073
FeCGTa/UGT708C1	1	68099
FeCGTa/UGT708C1	1	42607887
FeCGTa/UGT708C1	1	42607887
FeCGTb/UGT708C2	1	21932272
FeCGTb/UGT708C2	1	90657995
FeCGTb/UGT708C2	1	42607887
FeCGTb/UGT708C2	1	4788
FeCGTb/UGT708C2	1	689111
FeCGTb/UGT708C2	1	68073
FeCGTb/UGT708C2	1	68099
FeCGTb/UGT708C2	1	42607887
FeCGTb/UGT708C2	1	42607887
GmCGT/UGT708D1	0	21932272
GtUF6CGT1	1	5280443
GtUF6CGT1	1	5280445
MiCGT	1	68213
MiCGT	1	5281656
MiCGTb	1	4788
FcCGT/UGT708G1	1	21932272
FcCGT/UGT708G1	1	42607887
FcCGT/UGT708G1	1	4788
FcCGT/UGT708G1	1	689111
FcCGT/UGT708G1	1	68213
FcCGT/UGT708G1	1	68073
FcCGT/UGT708G1	1	68099
FcCGT/UGT708G1	1	129320322
FcCGT/UGT708G1	1	21722188
FcCGT/UGT708G1	1	6072
FcCGT/UGT708G1	1	21722188
FcCGT/UGT708G1	1	21932272
FcCGT/UGT708G1	1	21932272
FcCGT/UGT708G1	1	21932272
CuCGT/UGT708G2	1	21932272
CuCGT/UGT708G2	1	42607887
CuCGT/UGT708G2	1	4788
CuCGT/UGT708G2	1	689111
CuCGT/UGT708G2	1	68213
CuCGT/UGT708G2	1	68073
CuCGT/UGT708G2	1	68099
CuCGT/UGT708G2	1	129320322
CuCGT/UGT708G2	1	21722188
CuCGT/UGT708G2	1	6072
CuCGT/UGT708G2	1	21932272
CuCGT/UGT708G2	1	21932272
CuCGT/UGT708G2	1	21932272
PlUGT43	0	5281708
PlUGT43	0	5280961
TcCGT1	1	5280443
TcCGT1	1	5280445
WjGT1/UGT84A57	1	5280443
WjGT1/UGT84A57	1	5280445
WjGT1/UGT84A57	1	4788
WjGT1/UGT84A57	1	5280863
WjGT1/UGT84A57	1	5280343
WjGT1/UGT84A57	1	932
GgCGT/UGT708B4	1	21722188
OsCGT2/UGT708A4	0	4788
OsCGT2/UGT708A4	0	21932272
OsCGT3/UGT708A2	0	4788
OsCGT6/UGT708A40	0	4788
TaCGT1-A/UGT708A14	0	4788
TaCGT1-A/UGT708A14	0	21932272
TaCGT1-B/UGT708A52	0	4788
TaCGT1-D/UGT708A53	0	4788
TaCGT1-D/UGT708A53	0	21932272
TaCGT2-A/UGT708A15	0	4788
TaCGT2-B/UGT708A54	0	4788
SbCGT1/UGT708A36	0	4788
SbCGT1/UGT708A36	0	21932272
SbCGT2/UGT708A35	0	4788
SbCGT3/UGT708A34	0	4788
ZmCGT2/UGT708A5	0	4788
ZmCGT3/UGT708A11	0	4788
ZmCGT4/UGT708A41	0	4788
ZmCGT5/UGT708A42	0	4788
SiCGT1/UGT708A31	0	4788
SiCGT1/UGT708A31	0	21932272
SiCGT2/UGT708A32	0	4788
SiCGT3/UGT708A33	0	4788
BdCGT1/UGT708A7	0	4788
BdCGT1/UGT708A7	0	21932272
BdCGT2/UGT708A8	0	4788
PhCGT1/UGT708A43	0	4788
PhCGT1/UGT708A43	0	21932272
PhCGT2/UGT708A46	0	4788
PgCGT1/UGT708A44	0	4788
PgCGT1/UGT708A44	0	21932272
PpCGT1/UGT708A45	0	4788
IroB	1	34231
IroB	1	5327038
IroB	1	101763507
UrdGT2	0	53297394
DcUGT2	0	9883304
DcUGT2	0	11727234
